Nro_Orden_Establecimiento;Periodo;C6GAA2ab;C6GAA1e;C6GAA2d;C6GAA2f;C6GAA2g;C6GAA2h;C6GAA2i;TOTALGAA;C6GAAB1a;C6GAAB1b;C6GAAB1c;C6GAAB1d;C6GAAB2a;C6GAAB2b;C6GAAB2c;C6GAAB2d;C6GAAB3a;C6GAAB3b;C6GAAB3c;C6GAAB3d;C6GAAB4a;C6GAAB4b;C6GAAB4c;C6GAAB4d;POTPSFR;C6AAC1d;POTPERM;C6AAC2d;POTTCDE;C6AAC3d;POTTCAG;C6AAC4d;POTPAU;C6AAC5d;POTTOT;C6AAC6dT;GPPSI;GPPER;GPPPSP;GPPPST;GPPCPO;GPPANO;GPPAVO;GPPGPA;GPPGPN;GPPTPOT;GPPPTA;C6AAC1bRPA;C6AAC2bRPA;C6AAC3bRPA;C6AAC4bRPA;C6AAC5bRPA;C6AAC6bRPA;C6AAC7bRPA;C6AAC8bRPA;C6AAC9bRPA;C6AAC10bTRPA;C6AAC11bRPA;C6AA12bPSAAA;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
296886218;2013;0;0;0;0;0;0;0;0; ;b;24/09/2012;23/09/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;80;2;0;0;0;0;5;0;85;2;0;1055250;230250;0;227343;94973;0;29736;4230;1641782;0;0;26381;5756;0;5683;2374;0;0;0;40194;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297839501;2013;0;0;0;0;0;0;0;0; ;b;07/11/2012;06/11/2015; ; ; ; ; ;b;21/12/2011;20/02/2014; ;b;21/12/2011;20/02/2014;0;0;114;4;0;0;20;0;5;1;139;5;231456;1587374;871102;0;393307;142864;0;23202;372339;3621644;280420;0;6960;3689;0;1392;626;0;6165;705;19537;0;0;2;Bogotá;2;Bogotá;99;5
382102;2013;0;0;0;0;0;0;0;0; ;b;14/01/2014;13/01/2017; ; ; ; ;a; ; ; ;a; ; ; ;0;0;121;0;0;0;0;0;7;0;128;0;325884;1477171;382094;0;379197;108503;0;30952;305944;3009745;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297826761;2013;0;0;0;0;0;0;0;0; ;b;29/08/2007;28/08/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;38;0;0;0;5;0;2;0;45;0;0;586181;135981;0;123547;32216;0;10988;259082;1147995;93181;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
296914019;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;39;0;0;0;0;0;1;0;40;0;0;408920;99122;0;89855;36803;0;5305;27845;667850;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297826917;2013;0;0;0;0;0;0;0;0; ;b;11/12/2006;12/09/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;64;1;0;0;64;0;3;0;131;1;139595;1096531;255466;0;264898;98687;13992;15003;437408;2321580;1324164;0;7074;1595;0;1657;637;0;0;0;10963;22674;0;3;Bucaramanga;3;Bucaramanga;99;5
297826729;2013;0;0;0;0;0;0;0;0; ;b;20/06/2012;09/12/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;48;0;0;0;4;0;2;0;54;0;0;597828;135836;0;119876;33231;0;11492;37094;935357;112325;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297826888;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;7;0;84;0;0;0;92;0;0;66823;13975;152360;33454;17354;0;0;2163;286129;1281289;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297826958;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;20;0;0;0;0;0;1;0;23;0;0;166854;46995;0;35043;13876;0;6524;0;269292;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
452268;2013;0;0;0;20400;0;0;0;20400; ;b;21/03/2007;19/03/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;3;0;29;2;1;0;33;2;0;0;0;98185;15798;6828;0;5996;0;126807;458967;0;0;0;0;0;0;0;0;0;0;0;53347;3;Bucaramanga;3;Bucaramanga;99;5
452269;2013;0;0;600;0;0;0;0;600; ;b;21/03/2007;21/03/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;11;0;5;0;28;0;0;0;44;0;0;152703;76351;48960;40332;18149;0;0;0;336495;270000;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297826916;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;0;0;0;0;0;0;0;16;0;0;136160;32334;0;29136;10052;0;0;14602;222284;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
455214;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;24503;6839;0;5032;2205;0;0;0;38579;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297826915;2013;0;0;0;0;0;0;0;0; ;b;17/04/2009;16/04/2015; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;23;0;0;0;1;0;25;0;0;0;0;263317;38987;16588;0;6000;8981;333873;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297826605;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;10;0;0;0;0;0;0;0;12;0;0;70740;15435;0;14456;6350;0;0;8462;115443;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
420510;2013;0;0;0;0;0;0;0;0; ;b;26/01/2011;25/01/2017;a; ; ; ;a; ; ; ;a; ; ; ;3;1;19;0;0;0;0;0;0;0;22;1;0;147221;57728;0;33655;14553;0;0;17606;270763;0;0;0;0;0;0;0;0;0;0;0;3020;0;3;Bucaramanga;3;Bucaramanga;99;5
297823964;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;25;1;10;0;4;0;1;0;40;1;0;239961;54740;102560;53650;28875;0;4177;20860;504823;102124;0;8256;1849;0;2146;825;0;0;0;13076;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297822876;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;18;0;0;0;0;0;0;0;21;0;0;127332;27800;0;26069;11460;0;0;15096;207757;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297824118;2013;0;0;0;0;0;0;0;0; ;b;16/10/2012;15/10/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;24;0;0;0;1;0;25;0;0;0;0;250000;50000;17000;0;6000;0;323000;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297827338;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;20;0;0;0;0;0;1;0;22;0;0;245615;60686;0;43645;22105;0;5678;17213;394942;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
452141;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;89;0;42;0;151;1;6;0;288;1;0;1749477;511785;886683;388989;183017;0;36960;352240;4109151;1632000;0;0;0;0;0;0;0;0;0;0;0;11236;3;Bucaramanga;3;Bucaramanga;99;5
444253;2013;0;0;0;34600;0;0;0;34600; ;b;06/02/2008;05/02/2015;a; ; ; ; ; ; ; ;a; ; ; ;0;0;38;0;0;0;0;0;0;0;38;0;0;304382;75646;0;54236;22567;0;0;18100;474931;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
452143;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;35;6;0;0;0;0;2;0;37;6;0;426313;102398;0;94174;38368;0;10611;18578;690442;0;0;49536;10814;0;10413;4458;0;0;0;75221;7473;0;3;Bucaramanga;3;Bucaramanga;99;5
297820053;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;5;2;0;0;6;2;0;0;0;0;0;0;0;0;0;0;77602;0;0;0;0;0;0;0;0;0;0;3000;31040;3;Bucaramanga;3;Bucaramanga;99;5
299304551;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;4;0;132;0;8;0;0;0;144;0;36400;24000;5280;1500000;200000;100000;0;0;11985;1877665;117120;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
297838190;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;21;0;0;0;12;0;2;0;35;0;0;206078;51966;0;50015;19445;0;10611;29989;368104;136520;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
455239;2013;10194;0;0;0;0;0;0;10194; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;76;0;4;0;7;0;5;0;92;0;0;943726;213640;66261;211175;84935;0;25744;106593;1652074;105790;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297826717;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;100;5;2;0;0;0;5;0;107;5;100214;1436085;746764;22176;294397;131243;5914;28378;349347;3114518;0;0;4004;2082;0;820;360;0;0;0;7266;0;0;4;Cali;4;Cali;99;5
297826765;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;19;0;6;0;0;0;1;0;26;0;0;160645;38379;344730;67892;35000;0;3577;19936;670159;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297826766;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;23;1;0;0;0;0;1;0;25;1;0;174483;44312;0;39367;13485;0;5306;19616;296569;0;0;7074;1803;0;1591;544;0;0;0;11012;66;0;4;Cali;4;Cali;99;5
297821302;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;23;0;0;0;0;0;0;0;23;0;0;212810;48744;0;37986;19153;0;0;0;318693;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297826771;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;25;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;275997;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297821622;2013;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;67;1;0;0;13;0;4;0;85;1;91962;764820;193052;0;191970;68833;0;19778;162981;1493396;162392;0;8390;2013;0;1845;755;0;0;0;13003;0;0;4;Cali;4;Cali;99;5
452422;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;11/10/2013;12/12/2016; ; ; ; ;0;0;26;0;0;0;11;0;2;0;39;0;0;231149;46960;0;44480;20803;0;9093;54620;407105;112120;0;0;0;0;0;0;0;0;0;0;10460;0;5;Manizales;5;Manizales;99;5
452426;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;11/10/2013;31/01/2016; ; ; ; ;0;0;96;0;0;0;13;0;4;0;113;0;104734;1086031;246199;0;241441;82382;3569;18952;59352;1842660;147098;0;0;0;0;0;0;0;0;0;0;41716;0;5;Manizales;11;Ibagué;99;5
9807415;2013;1200;0;0;0;0;0;0;1200;a; ; ; ; ; ; ; ;a; ; ; ; ; ; ; ;0;0;16;0;0;0;4;0;1;0;21;0;0;157947;35031;0;47303;12635;0;4449;0;257365;81573;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
296886245;2013;300;0;150;0;0;0;0;450; ; ; ; ; ; ; ; ; ;b;19/09/2011;10/11/2015; ; ; ; ;0;0;58;1;0;0;0;0;0;0;58;1;0;808400;177200;0;193500;74000;0;0;0;1253100;0;0;8064;1693;0;2338;725;152;0;210;13182;0;0;6;Medellín;6;Medellín;99;5
296886246;2013;0;1250;0;0;0;0;0;1250; ;b;08/08/2008;07/08/2016; ; ; ; ; ;b;19/09/2011;11/11/2016; ; ; ; ;0;0;71;0;0;0;11;0;2;0;84;0;92127;858588;205214;0;200748;73000;0;13401;0;1443078;124824;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
296886247;2013;0;0;0;1250;0;1400;FUNDACION AL VERDE VIVO;2650; ;b;17/09/2012;16/09/2015; ; ; ; ; ;b;03/11/2009;11/11/2015; ; ; ; ;0;0;68;0;0;0;12;0;4;0;84;0;107117;743222;177813;0;159421;59457;0;22950;0;1269980;136966;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
296886248;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;11/10/2013;07/10/2016; ; ; ; ;0;0;41;0;0;0;9;0;1;0;51;0;117171;505378;102893;0;106746;62873;0;4996;90419;990476;94383;0;0;0;0;0;0;0;0;0;0;46864;0;5;Manizales;5;Manizales;99;5
296886249;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;11/10/2013;26/10/2016; ; ; ; ;0;0;15;0;0;0;2;0;1;0;18;0;0;124400;30341;0;27821;12171;0;6445;73518;274696;27021;0;0;0;0;0;0;0;0;0;0;15938;0;5;Manizales;5;Manizales;99;5
296886250;2013;0;0;0;1184;0;0;0;1184; ;b;01/09/2010;31/08/2015; ; ; ; ; ;b;18/06/2009;17/05/2015; ; ; ; ;0;0;103;1;0;0;36;0;4;0;143;1;10114;1267371;309466;0;294235;90101;0;21366;60786;2053439;477601;0;1400;472;0;399;143;0;0;0;2414;0;0;1;Barranquilla;16;Santa Marta;99;5
297718282;2013;0;0;5000;0;0;0;0;5000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;120;1;0;0;52;0;6;0;178;1;265506;1520930;451210;0;326080;139749;0;31833;400137;3135445;499140;0;18000;3750;0;3138;1769;0;0;2296;28953;0;0;1;Barranquilla;9;Cartagena;99;5
297730369;2013;875;0;0;0;1695;0;0;2570; ;b;28/05/2012;27/05/2015; ; ; ; ; ;b;28/05/2012;28/05/2012; ; ; ; ;0;0;246;1;0;0;32;0;9;0;287;1;359361;3038636;701729;0;757029;243090;0;58267;0;5158112;335221;0;12000;3029;0;3000;960;0;0;0;18989;0;0;2;Bogotá;2;Bogotá;99;5
297730371;2013;0;200;0;0;0;0;0;200; ; ; ; ; ; ; ; ; ;b;03/10/2012;02/10/2015; ; ; ; ;0;0;60;0;0;0;8;0;1;0;69;0;102166;847211;194241;0;195104;67776;0;5231;0;1411729;97694;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297730372;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;14;0;0;0;0;0;2;0;16;0;0;125325;28198;0;26167;10026;0;7407;0;197123;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297730373;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;01/08/2014;31/07/2017; ; ; ; ;0;0;86;3;0;0;58;0;5;0;149;3;392807;989141;253073;0;278568;89000;7215;26711;215412;2251927;667681;0;1500;312;0;315;135;0;0;0;2262;0;0;1;Barranquilla;1;Barranquilla;99;5
297730375;2013;0;0;130;0;0;0;0;130; ; ; ; ; ; ; ; ; ;b;19/09/2012;10/11/2015; ; ; ; ;0;0;27;0;6;0;0;0;1;0;34;0;0;295453;67249;73077;62067;30437;1069;6750;305965;842067;0;0;0;0;0;0;0;0;0;0;0;0;0;6;Medellín;6;Medellín;99;5
297730377;2013;0;0;0;3380;0;0;0;3380; ; ; ; ; ; ; ; ; ;b;28/06/2010;28/06/2015; ; ; ; ;0;0;66;9;42;3;26;0;5;0;139;12;85831;822844;210212;417788;281798;82739;5853;21855;48505;1977425;293554;8500;82284;31531;41778;25636;9756;0;0;7850;207335;2000;0;2;Bogotá;17;Tunja;99;5
297730504;2013;0;0;130;0;0;0;0;130; ; ; ; ; ; ; ; ; ;b;19/09/2012;10/11/2015; ; ; ; ;0;0;13;1;1;0;0;0;0;0;14;1;0;166143;35596;28193;32486;18716;562;0;104844;386540;0;0;8064;1693;0;2338;725;152;0;0;12972;0;0;6;Medellín;6;Medellín;99;5
297730506;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;0;0;0;11;0;0;0;27;0;0;184704;42527;0;39241;16623;0;0;8640;291735;108258;0;0;0;0;0;0;0;0;0;0;0;0;5;Manizales;11;Ibagué;99;5
297730507;2013;0;1250;0;0;0;0;0;1250; ; ; ; ; ; ; ; ; ;b;19/09/2011;02/10/2016; ; ; ; ;0;0;89;0;0;0;9;0;3;0;101;0;118902;1100776;257717;0;257122;88062;0;17508;0;1840087;102166;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297838052;2013;0;0;200;250;0;16230;CÁMARA DE COMERCIO DE CALI Y DAGMA;16680; ;b;22/11/2011;21/11/2016; ; ; ; ; ;b;07/10/2011;06/10/2016; ; ; ; ;0;0;199;1;4;0;0;0;31;0;234;1;353927;2155540;595466;566226;545829;215556;33865;124235;0;4590644;0;0;12000;2778;0;2460;1234;0;0;0;18472;1500;0;4;Cali;4;Cali;99;5
296914052;2013;5600;0;0;0;0;0;0;5600; ;b;22/09/2006;20/09/2014; ; ; ; ; ; ; ; ; ; ; ; ;0;0;83;7;0;0;0;0;5;0;88;7;87625;1997391;490283;0;395080;187651;0;27246;70677;3255953;0;0;159791;39223;0;31606;15012;0;0;0;245632;0;0;4;Cali;4;Cali;99;5
297826920;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;57;0;0;0;8;0;3;0;68;0;0;676250;201956;0;138995;60193;0;12085;77228;1166707;154653;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
446013;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;3;3;0;0;0;0;3;3;0;0;0;40239;8164;3017;0;0;1629;53049;0;0;0;0;40239;8164;3017;0;0;1629;53049;551;0;4;Cali;4;Cali;99;5
452409;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;8;8;0;0;0;0;8;8;0;0;0;88725;17634;6472;0;0;6298;119129;0;0;0;0;88725;17634;6472;0;0;6298;119129;2204;0;4;Cali;4;Cali;99;5
297826959;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;25;0;0;0;0;0;2;0;29;0;0;276960;68621;0;46427;22735;0;10608;19752;445103;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
306981;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;24;0;0;0;0;0;1;0;26;0;0;252000;131052;0;57336;22680;0;5316;19296;487680;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297730524;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;24;0;0;0;0;0;0;0;28;0;0;251215;54496;0;47699;18174;0;0;77008;448592;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;14;Pasto;99;5
297826949;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;15;0;0;0;0;0;1;0;16;0;0;142110;36000;0;36598;14440;0;5000;0;234148;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297826764;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;1;0;21;0;0;0;1;0;25;0;0;7074;1579;217592;37844;13281;0;6536;8858;292764;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297826736;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;34;0;0;0;0;0;1;0;35;0;0;271400;59708;0;58351;24426;0;5316;26339;445540;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297826872;2013;0;0;0;0;0;0;0;0; ;b;05/05/2006;05/05/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;21;0;0;0;0;0;1;0;22;0;0;183676;42743;0;41020;16500;0;3566;20935;308440;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297826769;2013;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;49;0;16;0;2;0;70;0;0;105679;27476;510859;107318;45323;0;12762;0;809417;158500;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297826768;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;26;0;0;0;1;0;0;0;27;0;0;261299;58757;0;53654;23414;0;0;20069;417193;566700;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297827862;2013;0;0;600;1500;0;0;0;2100;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;71;1;0;0;112;0;0;0;183;1;159359;2251800;580800;0;622882;202662;29470;0;303081;4150054;1829266;0;7074;3326;0;1488;636;0;0;0;12524;0;0;4;Cali;4;Cali;99;5
444764;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;14;0;0;0;0;0;14;0;0;0;0;146854;25991;10000;0;0;0;182845;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
455224;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;5;0;105;0;22;0;5;0;137;0;0;168256;40348;1400918;340368;100000;0;31533;120004;2201427;223034;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
297820355;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;0;0;59;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;916607;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
299304554;2013;10250;1025;560;1056;526;1040;NINGUNO;14457; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;2;0;10;0;0;0;0;0;16;1;48000;16000;8000;101000;25600;9000;0;0;0;207600;0;12000;0;0;0;1362;652;0;0;0;14014;0;0;4;Cali;4;Cali;99;5
297822435;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;8;0;0;0;0;0;1;0;9;0;0;56139;11827;0;11608;5322;0;3696;6209;94801;0;0;0;0;0;0;0;0;0;0;0;0;0;4;Cali;4;Cali;99;5
299303283;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;1;0;54;0;0;0;0;0;2;0;57;0;0;543359;134444;0;120589;48903;0;11200;26818;885313;0;0;0;0;0;0;0;0;0;0;0;0;0;5;Manizales;5;Manizales;99;5
375000;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;5;0;58;0;0;0;2;0;65;0;0;76327;18320;657424;99392;48287;0;10875;60408;971033;0;0;0;0;0;0;0;0;0;0;0;0;0;5;Manizales;5;Manizales;99;5
455637;2013;1000;0;0;1500;0;0;0;2500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;45;0;0;0;0;0;3;3;48;3;0;607641;241038;0;181431;53130;7062;16632;27948;1134882;0;0;0;0;0;0;0;0;16632;0;16632;0;0;5;Manizales;5;Manizales;99;5
7070958;2013;1500;0;0;0;0;0;0;1500; ; ; ; ;a; ; ; ; ; ; ; ; ; ; ; ;0;0;16;1;0;0;0;0;0;0;16;1;0;599377;209546;0;152868;59239;0;0;10913;1031943;0;0;600;209;0;152;59;0;0;766;1786;0;0;5;Manizales;5;Manizales;99;5
297826773;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;12;0;0;0;0;0;1;0;16;0;0;137189;28590;0;35285;8135;0;3696;0;212895;0;0;0;0;0;0;0;0;0;0;0;0;0;5;Manizales;5;Manizales;99;5
444122;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;8;0;0;0;0;0;0;0;8;0;0;70857;17854;0;14762;6378;0;0;7445;117296;0;0;0;0;0;0;0;0;0;0;0;0;0;5;Manizales;5;Manizales;99;5
452099;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;5;1;0;0;0;0;0;0;5;1;0;38067;9376;0;8366;3426;0;0;4098;63333;0;0;7074;1474;0;1487;637;0;0;820;11492;0;0;5;Manizales;8;Armenia;99;5
9800577;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;2;0;0;7400;1702;0;1998;666;0;0;0;11766;0;0;0;0;0;0;0;0;0;0;0;0;0;5;Manizales;5;Manizales;99;5
452101;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;b;01/09/2011;01/09/2013;2;0;0;0;13;0;0;0;0;0;15;0;0;0;0;138166;27166;10048;0;0;4360;179740;0;0;0;0;0;0;0;0;0;0;0;0;0;6;Medellín;6;Medellín;99;5
297826671;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;34;0;6;0;0;0;1;0;43;2;0;354674;81809;68193;100125;30681;0;5305;13703;654490;0;0;0;0;0;0;0;0;0;0;0;0;0;6;Medellín;6;Medellín;99;5
297718664;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;15;0;0;0;0;0;1;0;16;0;0;187120;52754;0;41930;13244;0;5099;12039;312186;0;0;0;0;0;0;0;0;0;0;0;0;0;6;Medellín;6;Medellín;99;5
297826675;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;25/04/2011;25/04/2014; ;b;25/04/2011;25/04/2014;0;0;56;1;0;0;7;0;3;0;66;1;0;783956;189368;0;173898;62717;0;17765;60289;1287993;80911;0;9984;2385;0;2150;898;0;0;864;16281;800;0;6;Medellín;6;Medellín;99;5
