Nro_Orden_Establecimiento;Periodo;C6GAA2ab;C6GAA1e;C6GAA2d;C6GAA2f;C6GAA2g;C6GAA2h;C6GAA2i;TOTALGAA;C6GAAB1a;C6GAAB1b;C6GAAB1c;C6GAAB1d;C6GAAB2a;C6GAAB2b;C6GAAB2c;C6GAAB2d;C6GAAB3a;C6GAAB3b;C6GAAB3c;C6GAAB3d;C6GAAB4a;C6GAAB4b;C6GAAB4c;C6GAAB4d;POTPSFR;C6AAC1d;POTPERM;C6AAC2d;POTTCDE;C6AAC3d;POTTCAG;C6AAC4d;POTPAU;C6AAC5d;POTTOT;C6AAC6dT;GPPSI;GPPER;GPPPSP;GPPPST;GPPCPO;GPPANO;GPPAVO;GPPGPA;GPPGPN;GPPTPOT;GPPPTA;C6AAC1bRPA;C6AAC2bRPA;C6AAC3bRPA;C6AAC4bRPA;C6AAC5bRPA;C6AAC6bRPA;C6AAC7bRPA;C6AAC8bRPA;C6AAC9bRPA;C6AAC10bTRPA;C6AAC11bRPA;C6AA12bPSAAA;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826903;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;53;0;0;0;1;0;3;0;58;0;96960;520939;132582;0;129729;35646;0;15132;20823;951811;15320;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
451463;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;16;0;0;0;0;0;1;0;19;0;0;182511;48426;0;34677;16426;0;3537;12361;297938;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
451466;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;23;0;0;0;0;0;1;0;24;0;0;182511;48426;0;34677;16425;0;3537;273765;559341;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826734;2013;0;1848;0;8935;0;9070;FUNTESA;19853; ;b;19/12/2012;18/10/2015; ;b;10/12/2012;09/12/2015; ;b;15/03/2013;14/03/2016;a; ; ; ;0;0;176;1;0;0;0;0;10;0;186;1;517642;2583373;651482;0;653856;233520;0;52210;686059;5378142;0;0;18935;4048;0;3764;1572;0;0;0;28319;0;0;2;Bogotá;2;Bogotá;99;5
297826735;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;234;0;0;0;0;0;13;0;247;0;474339;3759109;885771;0;799250;413501;5514;64413;1060376;7462273;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
452253;2013;0;0;0;0;0;0;0;0; ;b;21/01/2009;20/01/2015; ; ; ; ; ;b;13/01/2012;12/01/2015; ;b;13/01/2012;12/01/2015;0;0;208;12;0;0;49;3;0;0;257;15;21314;1778820;585340;0;421998;193915;25668;0;406589;3433644;593503;0;90078;34531;0;20119;8087;0;0;16380;169195;1309;33595;2;Bogotá;2;Bogotá;99;5
296886239;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;13/01/2012;12/01/2015; ;b;13/01/2012;12/01/2015;0;0;139;11;0;0;73;0;0;0;212;11;0;1449574;497356;0;320459;154507;19261;0;203910;2645067;994599;0;95858;31663;0;21986;8627;0;0;14890;173024;5355;0;5;Manizales;11;Ibagué;99;5
452256;2013;0;2680;0;0;0;0;0;2680; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;36;2;21;1;1;0;58;3;0;0;0;664273;120143;34775;0;6533;0;825724;323765;0;0;0;21988;4296;1256;0;0;0;27540;0;15859;5;Manizales;11;Ibagué;99;5
297826882;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;30;0;0;0;0;0;2;0;32;0;0;355418;183513;0;81019;24100;0;10611;18580;673241;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826889;2013;0;0;0;0;0;0;0;0; ;b;14/10/2001;24/10/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;105;0;0;0;12;0;5;0;122;0;143720;1495857;385797;0;361177;102045;0;27854;397089;2913539;120000;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826988;2013;0;2480;0;0;0;0;0;2480; ; ; ; ; ; ; ; ; ;b;20/12/2010;31/12/2013; ; ; ; ;0;0;50;0;0;0;0;0;2;0;52;0;0;487112;204587;0;77938;34098;0;9727;25000;838462;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
457978;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;14;0;0;0;0;0;14;0;0;0;0;142016;16149;10781;0;0;0;168946;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
457979;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;49259;9836;1623;0;0;3434;64152;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718280;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;25;0;0;0;0;0;25;0;0;0;0;275458;38035;13213;0;0;1920;328626;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
451402;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;18;0;0;0;0;0;21;0;0;55508;12411;273118;48869;21116;0;0;15369;426391;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826991;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;9;0;0;0;11;0;0;0;24;0;85065;108784;51760;0;37043;10015;0;0;6096;298763;133480;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
9807346;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;0;0;0;0;0;0;0;16;0;0;214285;45309;0;46755;12938;0;0;19330;338617;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
9807408;2013;0;0;0;0;0;0;0;0; ;b;28/08/2013;27/08/2016; ; ; ; ; ; ; ; ; ; ; ; ;1;0;75;0;0;0;0;0;2;0;78;0;0;729120;182689;0;157536;65621;0;12965;59215;1207146;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826672;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;31/12/2009;30/12/2013; ;b;09/02/2009;13/12/2013;1;0;22;0;1;0;0;0;1;0;25;0;179190;188028;62939;16812;73484;22106;0;5529;38695;586783;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297838058;2013;150;0;0;0;0;0;0;150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;5;0;8;0;0;0;14;0;0;0;0;92959;15360;4017;0;0;0;112336;1316778;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297827017;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;21;0;0;0;0;0;1;0;24;0;0;210009;47558;0;44148;18901;0;6000;15891;342507;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826791;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;18;0;0;0;0;0;0;0;18;0;0;202862;47080;0;34934;14500;0;0;0;299376;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826945;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;b;10/01/2014;10/01/2017;0;0;29;0;0;0;0;0;0;0;29;0;0;450517;108115;0;93468;26083;0;0;18429;696612;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297838050;2013;0;0;0;1755;0;0;0;1755; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;3;9;0;0;0;1;0;26;3;0;219491;49975;166383;65091;24144;0;5876;9311;540271;0;0;13718;3123;0;4068;1235;0;0;581;22725;0;0;2;Bogotá;91;Leticia;99;5
299303287;2013;0;0;0;355;0;1600;APORTE ASOCIACION AMIGOS DEL PARQUE 93;1955; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;37;1;0;0;0;0;2;0;39;1;0;651525;161737;0;158294;47604;0;9963;201164;1230287;0;0;26061;6469;0;6332;1904;0;0;0;40766;0;0;2;Bogotá;2;Bogotá;99;5
9815066;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;29;0;0;0;0;0;1;0;32;0;0;315622;68262;0;64009;22155;0;5305;14388;489741;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823688;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297821685;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;0;4;0;0;0;0;0;6;0;0;18674;4169;43132;11600;4845;0;0;5188;87608;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
450816;2013;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;19;0;3;0;1;0;23;0;0;0;0;418697;63082;20734;0;4094;13637;520244;199520;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
74977;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;25;0;0;0;0;0;0;0;25;0;0;245350;50110;0;48913;15949;0;0;21261;381583;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
407032;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;15;0;5;0;0;0;23;0;0;30492;6657;189043;46645;13277;0;0;5342;291456;232116;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297824160;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297834339;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;13790;13790;10000;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822959;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822527;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;6;1;0;0;0;0;7;1;0;32400;6480;97592;16591;7807;0;0;7653;168523;0;0;0;0;12182;1658;900;0;0;0;14740;0;0;2;Bogotá;2;Bogotá;99;5
297826739;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;54;0;0;0;0;0;4;0;58;0;207600;690445;222518;0;214101;63469;0;19522;161157;1578812;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823552;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;15;0;0;0;0;0;1;0;17;0;0;197794;60449;0;37580;12663;0;6427;17539;332452;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822516;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;21222;6366;0;5518;1698;0;0;2538;37342;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
449312;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297825166;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;2;0;0;7074;3537;0;2122;566;0;0;846;14145;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297820854;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823234;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;27192;5710;0;4894;2175;0;0;0;39971;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826977;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;25;0;0;0;0;0;0;0;26;0;0;239439;51841;0;62100;15243;0;0;41397;410020;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826749;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;419504;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823613;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;1;0;0;0;0;0;0;0;3;0;0;10710;2195;0;1821;857;0;0;0;15583;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297827058;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;21340;4481;0;3628;1494;0;0;0;30943;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823853;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;2;0;0;0;0;0;0;0;4;0;0;14160;2832;0;2407;1133;0;0;0;20532;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297824060;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;31792;6994;0;5404;2543;0;0;0;46733;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297824123;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;4;0;0;0;0;0;0;0;6;0;28296;16290;6080;0;6000;3004;0;0;3384;63054;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823455;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823642;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;2;0;0;0;0;0;0;0;4;0;0;22800;6840;0;5700;1824;0;0;1692;38856;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297818827;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823431;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;2;0;0;0;0;0;0;0;3;0;0;22625;4525;0;3846;1697;0;0;0;32693;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297839499;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;0;0;0;0;1;0;13;0;0;98657;20458;0;19896;6589;0;6795;5698;158093;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823062;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;21240;4248;0;3823;1699;0;0;0;31010;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297827337;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;27;0;0;0;0;0;0;0;28;0;0;279420;142632;0;47687;20543;0;0;22842;513124;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
413402;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;6;0;0;0;0;0;0;0;7;0;0;42444;11035;0;12533;3395;0;0;5076;74483;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822677;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;1;0;0;0;0;0;0;0;3;0;0;8400;1680;0;1428;588;0;0;0;12096;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826662;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;65;0;62;0;56;0;4;0;187;0;184965;1268599;273999;1088774;424082;120071;0;18738;75101;3454329;983676;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822990;2013;0;0;0;3000;0;0;0;3000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;10;0;0;0;0;0;12;0;0;0;0;160000;28000;9000;0;0;700;197700;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
450886;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;25802;7518;0;5222;1724;0;0;2068;42334;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823265;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823601;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;4;0;0;0;0;0;0;0;4;0;0;28296;5942;0;7074;2263;0;0;3384;46959;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297821402;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;2;0;0;0;0;0;0;0;3;0;0;14049;2945;0;2330;992;0;0;1692;22008;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823258;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297819921;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;23400;8424;0;4446;2340;0;0;0;38610;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
408533;2013;0;0;0;360;0;200;ACCIONES VERDES;560; ; ; ; ; ; ; ; ; ;b;03/05/2012;02/05/2014; ;b;03/01/2012;02/05/2014;2;0;17;2;0;0;0;0;0;0;19;2;0;197000;93650;0;45733;19700;0;0;0;356083;0;0;9144;4115;0;1829;914;0;0;0;16002;0;0;2;Bogotá;2;Bogotá;99;5
450869;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;0;0;0;9;0;0;0;25;0;0;195769;39956;0;36598;14698;0;0;0;287021;124222;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823316;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826835;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ;a; ; ; ;a; ; ; ;2;0;5;0;32;0;0;0;1;0;40;0;0;106446;21570;539098;100559;34181;0;4910;4981;811745;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
165923;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;21222;7428;0;5305;1485;0;0;2538;37978;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826497;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;24280;3846;800;0;0;0;28926;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297820374;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297819999;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;5;0;0;0;0;0;0;0;7;0;0;73873;15956;0;14024;6385;0;0;0;110238;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823669;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;21222;4881;0;3396;1698;0;0;2484;33681;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297834076;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;1;0;0;0;0;0;0;0;4;0;0;7074;3537;0;1800;637;0;0;846;13894;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
299303245;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;2;0;0;12750;2825;0;2850;988;0;0;0;19413;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441267;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;32;0;0;0;0;0;32;0;0;0;0;353884;65164;26154;0;0;0;445202;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441565;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;65460;12629;4835;0;0;0;82924;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441566;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;40163;7078;3964;0;0;10000;61205;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441567;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;7;0;0;0;0;0;7;0;0;0;0;110269;20307;8158;0;0;0;138734;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441568;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;40163;7078;2964;0;0;0;50205;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441569;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;73058;13397;5384;0;0;0;91839;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441570;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;74043;14165;5472;0;0;0;93680;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
450863;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;6;1;0;0;0;0;0;0;7;1;0;43200;9300;0;7540;3100;0;0;5184;68324;0;0;7200;1800;0;1224;576;0;0;0;10800;0;0;2;Bogotá;2;Bogotá;99;5
297823534;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;2;0;0;0;0;0;0;0;3;0;0;14700;3675;0;3234;1029;0;0;1692;24330;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
299303246;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;2;0;0;0;4;0;0;18168;9432;0;4410;1985;0;0;0;33995;63034;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
