Nro_Orden_Establecimiento;Periodo;INSERTOT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297822615;2013;1906458;5;Manizales;11;Ibagué;99;5
297826644;2013;270857;6;Medellín;12;Monteria;99;5
297826972;2013;3302920;2;Bogotá;13;Neiva;99;5
377622;2013;3546782;2;Bogotá;13;Neiva;99;5
297826505;2013;1147364;2;Bogotá;13;Neiva;99;5
297826918;2013;1175676;2;Bogotá;13;Neiva;99;5
297826954;2013;723604;2;Bogotá;13;Neiva;99;5
458176;2013;663353;2;Bogotá;13;Neiva;99;5
444031;2013;1693754;2;Bogotá;13;Neiva;99;5
299303377;2013;650605;2;Bogotá;13;Neiva;99;5
377732;2013;215735;4;Cali;14;Pasto;99;5
297839490;2013;1873350;4;Cali;14;Pasto;99;5
299303258;2013;1379106;4;Cali;14;Pasto;99;5
297826853;2013;2555107;4;Cali;14;Pasto;99;5
296886267;2013;1859499;4;Cali;14;Pasto;99;5
297838027;2013;881000;4;Cali;14;Pasto;99;5
297820038;2013;168550;4;Cali;14;Pasto;99;5
297823966;2013;167535;4;Cali;14;Pasto;99;5
443904;2013;90650;4;Cali;14;Pasto;99;5
452007;2013;53946;4;Cali;14;Pasto;99;5
297822291;2013;81950;4;Cali;14;Pasto;99;5
299303277;2013;36150;4;Cali;14;Pasto;99;5
190072;2013;687610;4;Cali;14;Pasto;99;5
299304532;2013;26280;4;Cali;14;Pasto;99;5
297819287;2013;41235;4;Cali;14;Pasto;99;5
297820340;2013;7723;4;Cali;14;Pasto;99;5
297820632;2013;45349;4;Cali;14;Pasto;99;5
299303280;2013;39420;4;Cali;14;Pasto;99;5
297826952;2013;1396424;4;Cali;15;Popayán;99;5
296886217;2013;1238372;1;Barranquilla;16;Santa Marta;99;5
297826801;2013;15916937;1;Barranquilla;16;Santa Marta;99;5
297826802;2013;1368203;1;Barranquilla;16;Santa Marta;99;5
297826803;2013;2532000;1;Barranquilla;16;Santa Marta;99;5
297838055;2013;28132915;1;Barranquilla;16;Santa Marta;99;5
9816056;2013;8529833;1;Barranquilla;16;Santa Marta;99;5
9816058;2013;1415516;1;Barranquilla;16;Santa Marta;99;5
297826804;2013;2356261;1;Barranquilla;16;Santa Marta;99;5
441237;2013;1906405;1;Barranquilla;16;Santa Marta;99;5
441867;2013;5348712;1;Barranquilla;16;Santa Marta;99;5
299303290;2013;705232;1;Barranquilla;16;Santa Marta;99;5
297826653;2013;1711286;1;Barranquilla;16;Santa Marta;99;5
412206;2013;1204500;1;Barranquilla;16;Santa Marta;99;5
297839770;2013;4756818;1;Barranquilla;16;Santa Marta;99;5
297823689;2013;1317021;1;Barranquilla;16;Santa Marta;99;5
378399;2013;2000173;2;Bogotá;17;Tunja;99;5
296886273;2013;2203949;2;Bogotá;17;Tunja;99;5
452209;2013;4548237;2;Bogotá;17;Tunja;99;5
297839496;2013;1152701;2;Bogotá;17;Tunja;99;5
297827967;2013;5863799;2;Bogotá;17;Tunja;99;5
297827223;2013;985356;2;Bogotá;17;Tunja;99;5
452242;2013;2180000;2;Bogotá;17;Tunja;99;5
297826805;2013;2918212;2;Bogotá;18;Villavicencio;99;5
297718278;2013;3192656;2;Bogotá;18;Villavicencio;99;5
297826874;2013;3333749;2;Bogotá;18;Villavicencio;99;5
297826880;2013;2248981;2;Bogotá;18;Villavicencio;99;5
419955;2013;205293;2;Bogotá;18;Villavicencio;99;5
297717022;2013;4151853;2;Bogotá;18;Villavicencio;99;5
359228;2013;2728502;2;Bogotá;2;Bogotá;99;5
297827893;2013;179285;2;Bogotá;18;Villavicencio;99;5
451486;2013;246495;2;Bogotá;18;Villavicencio;99;5
416445;2013;950000;2;Bogotá;18;Villavicencio;99;5
297822935;2013;2525057;2;Bogotá;18;Villavicencio;99;5
452022;2013;1963279;2;Bogotá;18;Villavicencio;99;5
297827069;2013;1177455;2;Bogotá;18;Villavicencio;99;5
445035;2013;370858;2;Bogotá;18;Villavicencio;99;5
297824171;2013;9516;2;Bogotá;18;Villavicencio;99;5
297819819;2013;106980;2;Bogotá;18;Villavicencio;99;5
119269;2013;208097;2;Bogotá;85;Yopal;99;5
297822942;2013;52660;2;Bogotá;85;Yopal;99;5
451546;2013;410000;2;Bogotá;85;Yopal;99;5
451479;2013;560820;2;Bogotá;85;Yopal;99;5
451823;2013;22400;2;Bogotá;85;Yopal;99;5
297818782;2013;35400;2;Bogotá;85;Yopal;99;5
297821835;2013;93346;2;Bogotá;85;Yopal;99;5
297822565;2013;96535;2;Bogotá;85;Yopal;99;5
297826938;2013;7500;2;Bogotá;85;Yopal;99;5
297819575;2013;48860;2;Bogotá;85;Yopal;99;5
297820273;2013;36000;2;Bogotá;85;Yopal;99;5
297825550;2013;45000;2;Bogotá;85;Yopal;99;5
299303279;2013;59700;2;Bogotá;85;Yopal;99;5
297837540;2013;40000;2;Bogotá;85;Yopal;99;5
297823050;2013;288421;2;Bogotá;85;Yopal;99;5
297823808;2013;102258;2;Bogotá;85;Yopal;99;5
445605;2013;54000;2;Bogotá;85;Yopal;99;5
297834039;2013;65000;2;Bogotá;18;Villavicencio;99;5
451473;2013;98957;2;Bogotá;18;Villavicencio;99;5
297822619;2013;143310;2;Bogotá;18;Villavicencio;99;5
111989;2013;102689;2;Bogotá;18;Villavicencio;99;5
442454;2013;16430;2;Bogotá;18;Villavicencio;99;5
446361;2013;58215;2;Bogotá;18;Villavicencio;99;5
445797;2013;55800;2;Bogotá;18;Villavicencio;99;5
442347;2013;44800;2;Bogotá;18;Villavicencio;99;5
297821837;2013;66355;2;Bogotá;18;Villavicencio;99;5
451828;2013;280992;2;Bogotá;18;Villavicencio;99;5
297820211;2013;9870;2;Bogotá;18;Villavicencio;99;5
297824064;2013;206602;2;Bogotá;17;Tunja;99;5
297824422;2013;562591;2;Bogotá;18;Villavicencio;99;5
172844;2013;9800;2;Bogotá;18;Villavicencio;99;5
297820051;2013;327846;2;Bogotá;18;Villavicencio;99;5
446231;2013;44785;2;Bogotá;18;Villavicencio;99;5
445004;2013;43440;2;Bogotá;18;Villavicencio;99;5
297821149;2013;11600;2;Bogotá;18;Villavicencio;99;5
297824008;2013;96432;2;Bogotá;18;Villavicencio;99;5
299303288;2013;1437000;1;Barranquilla;21;Riohacha;99;5
444209;2013;1321714;1;Barranquilla;21;Riohacha;99;5
297827496;2013;5338018;1;Barranquilla;21;Riohacha;99;5
9815982;2013;14427667;1;Barranquilla;22;San Andrés;99;5
296913989;2013;17910073;1;Barranquilla;22;San Andrés;99;5
296913990;2013;2733567;1;Barranquilla;22;San Andrés;99;5
297718663;2013;1063452;1;Barranquilla;22;San Andrés;99;5
297730498;2013;700836;1;Barranquilla;22;San Andrés;99;5
297826665;2013;5926567;1;Barranquilla;22;San Andrés;99;5
74973;2013;8475972;1;Barranquilla;22;San Andrés;99;5
457976;2013;1859760;6;Medellín;12;Monteria;99;5
9816029;2013;8475972;1;Barranquilla;22;San Andrés;99;5
296914091;2013;10954396;1;Barranquilla;22;San Andrés;99;5
297730513;2013;26031785;1;Barranquilla;22;San Andrés;99;5
297730514;2013;3992521;1;Barranquilla;22;San Andrés;99;5
297730681;2013;16906697;1;Barranquilla;22;San Andrés;99;5
297821667;2013;8384899;1;Barranquilla;22;San Andrés;99;5
452535;2013;14433528;1;Barranquilla;22;San Andrés;99;5
297826875;2013;8136239;1;Barranquilla;22;San Andrés;99;5
455784;2013;12864134;1;Barranquilla;22;San Andrés;99;5
296914053;2013;7514709;1;Barranquilla;22;San Andrés;99;5
297826666;2013;8211215;1;Barranquilla;22;San Andrés;99;5
297826646;2013;4665347;1;Barranquilla;22;San Andrés;99;5
297826948;2013;4138726;1;Barranquilla;22;San Andrés;99;5
297826737;2013;7382415;1;Barranquilla;22;San Andrés;99;5
299303281;2013;2439117;1;Barranquilla;22;San Andrés;99;5
452123;2013;28612800;1;Barranquilla;22;San Andrés;99;5
452124;2013;7624488;1;Barranquilla;22;San Andrés;99;5
452125;2013;5176233;2;Bogotá;91;Leticia;99;5
296913996;2013;3668574;1;Barranquilla;22;San Andrés;99;5
297730349;2013;2510986;1;Barranquilla;22;San Andrés;99;5
297838041;2013;406547;1;Barranquilla;22;San Andrés;99;5
299303289;2013;737278;1;Barranquilla;22;San Andrés;99;5
9815645;2013;128775;1;Barranquilla;22;San Andrés;99;5
9815680;2013;150000;1;Barranquilla;22;San Andrés;99;5
441678;2013;9500;1;Barranquilla;22;San Andrés;99;5
297819308;2013;190000;1;Barranquilla;22;San Andrés;99;5
297822447;2013;199875;1;Barranquilla;22;San Andrés;99;5
9816028;2013;21680;1;Barranquilla;22;San Andrés;99;5
9809870;2013;680812;1;Barranquilla;22;San Andrés;99;5
441826;2013;6510583;1;Barranquilla;22;San Andrés;99;5
297818939;2013;801000;1;Barranquilla;22;San Andrés;99;5
297819945;2013;647317;1;Barranquilla;22;San Andrés;99;5
74974;2013;1791576;1;Barranquilla;22;San Andrés;99;5
110501;2013;66802;1;Barranquilla;22;San Andrés;99;5
297822317;2013;269301;1;Barranquilla;22;San Andrés;99;5
444120;2013;219410;1;Barranquilla;22;San Andrés;99;5
287782;2013;482972;1;Barranquilla;22;San Andrés;99;5
297821876;2013;392375;1;Barranquilla;22;San Andrés;99;5
448118;2013;190838;1;Barranquilla;22;San Andrés;99;5
441851;2013;64429;1;Barranquilla;22;San Andrés;99;5
297818836;2013;87600;1;Barranquilla;22;San Andrés;99;5
297822109;2013;300;1;Barranquilla;22;San Andrés;99;5
297823002;2013;8000;1;Barranquilla;22;San Andrés;99;5
297823811;2013;336960;1;Barranquilla;22;San Andrés;99;5
451392;2013;40345;1;Barranquilla;22;San Andrés;99;5
297826444;2013;1750;1;Barranquilla;22;San Andrés;99;5
297818425;2013;451759;1;Barranquilla;23;Sincelejo;99;5
444146;2013;1662372;1;Barranquilla;23;Sincelejo;99;5
297838035;2013;2881636;1;Barranquilla;24;Valledupar;99;5
297718293;2013;2463855;1;Barranquilla;24;Valledupar;99;5
297718291;2013;2553255;1;Barranquilla;24;Valledupar;99;5
297718319;2013;6139693;1;Barranquilla;24;Valledupar;99;5
451467;2013;4701554;2;Bogotá;2;Bogotá;99;5
297839487;2013;2824786;1;Barranquilla;9;Cartagena;99;5
