Nro_Orden_Establecimiento;Periodo;C5REA1;C5REA2;C5REA3;C5REA4;C5REA5;C5REA6;C5REA7;C5REA8;C5REA9;C5REA10;C6GAA2e;C6GAA1b;C5REB1a;C5REB1b;C5REB2a;C5REB2b;C5REB3a;C5REB3b;C5REB16a;C5REB16b;C5REB4a;C5REB4b;C5REB5a;C5REB5b;C5REB6a;C5REB6b;C5REB7a;C5REB7b;C5REB8a;C5REB8b;C5REB9a;C5REB9b;C5REB10a;C5REB10b;C5REB11a;C5REB12a;C5REB13a;C5REB14a;C5REB15a;C5REB15b;C5REB17a;C5REB17b;CONBIOGAS;C5REB18b;Sede;Subsede;NOVEDAD;ESTADO
297822527;2012;0;0;0;500;0;0;0;0;0;0;0;0;40782;15093;5183;5395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20488;Bogotá;Bogotá;99;5
297826739;2012;0;0;0;0;0;0;0;0;0;0;0;0;282624;98280;29110;30420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128700;Bogotá;Bogotá;99;5
297823552;2012;0;0;0;0;0;0;0;0;0;2000;0;0;79152;27637;12732;11960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39597;Bogotá;Bogotá;99;5
297822516;2012;0;1500;0;500;0;0;0;0;0;250;0;0;9185;2759;3060;3756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6515;Bogotá;Bogotá;99;5
449312;2012;0;0;0;0;0;0;0;0;0;0;0;0;6260;2216;756;723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2939;Bogotá;Bogotá;99;5
297825166;2012;0;0;30;60;0;0;0;0;0;0;0;0;5055;1814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1814;Bogotá;Bogotá;99;5
297820854;2012;0;0;0;0;0;0;0;0;0;130;0;0;1777;621;506;446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1067;Bogotá;Bogotá;99;5
297823234;2012;0;0;0;0;0;0;0;0;0;0;0;0;12800;3720;2996;2771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6491;Bogotá;Bogotá;99;5
297826977;2012;0;0;0;0;0;0;0;0;0;0;0;0;198200;71199;26436;26174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97373;Bogotá;Bogotá;99;5
9807394;2012;0;0;0;0;0;0;0;0;0;850;0;0;13800;4250;5740;5708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9958;Bogotá;Bogotá;99;5
297826749;2012;0;0;0;0;0;0;0;0;0;348;0;0;35910;13729;52982;52982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66711;Bogotá;Bogotá;99;5
297823613;2012;0;0;0;1350;0;0;0;0;0;0;0;0;10524;3592;3840;3869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7461;Bogotá;Bogotá;99;5
297827058;2012;0;0;0;0;0;0;0;0;0;0;0;0;8210;2545;1542;1447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3992;Bogotá;Bogotá;99;5
297823853;2012;0;0;0;5000;0;0;0;0;1000;1000;0;0;14940;5120;2436;2476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7596;Bogotá;Bogotá;99;5
297824060;2012;0;0;0;0;0;0;0;0;0;0;0;0;9552;4701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4701;Bogotá;Bogotá;99;5
297824123;2012;0;0;0;700;0;0;0;0;0;0;0;0;6178;2189;3624;3571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5760;Bogotá;Bogotá;99;5
297823455;2012;0;0;0;0;0;0;0;0;200;100;0;50;3980;1380;1150;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2460;Bogotá;Bogotá;99;5
297823642;2012;0;0;0;0;0;0;0;0;0;0;0;0;9082;3270;1253;1301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4571;Bogotá;Bogotá;99;5
297818827;2012;0;0;0;0;0;0;0;0;0;0;0;0;3241;1047;794;711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1758;Bogotá;Bogotá;99;5
297823431;2012;0;0;0;0;0;0;0;0;0;0;0;0;11832;3987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3987;Bogotá;Bogotá;99;5
297839499;2012;0;0;0;0;0;0;0;0;0;0;0;0;24295;7410;5829;5130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12540;Bogotá;Bogotá;99;5
297823062;2012;0;0;0;0;0;0;0;0;200;200;0;0;16391;5913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5913;Bogotá;Bogotá;99;5
297827337;2012;0;0;0;0;0;0;0;0;0;0;0;0;87784;37336;14506;16729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54065;Bogotá;Bogotá;99;5
413402;2012;0;0;0;0;0;0;0;0;0;0;0;0;21336;7574;5088;5017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12591;Bogotá;Bogotá;99;5
297822677;2012;0;0;0;330;0;0;0;0;0;426;0;0;9902;3656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3656;Bogotá;Bogotá;99;5
297826662;2012;0;0;0;8000;0;0;0;0;0;0;0;0;230000;82903;75112;68176;0;0;0;0;440;4224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;155303;Bogotá;Bogotá;99;5
297822990;2012;7500;0;1000;2500;0;0;0;0;8000;3500;0;0;16185;5713;7586;7494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13207;Bogotá;Bogotá;99;5
450886;2012;0;0;0;92;0;0;0;0;0;0;0;0;10198;3684;0;0;710;2414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6098;Bogotá;Bogotá;99;5
297823265;2012;0;90;0;120;0;0;0;0;0;0;0;0;5999;2118;689;672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2790;Bogotá;Bogotá;99;5
297839769;2012;0;0;0;0;0;0;0;0;0;0;0;0;4034;1331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1331;Bogotá;Bogotá;99;5
297823601;2012;0;0;0;0;0;0;0;0;0;0;0;0;10630;3402;5485;5760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9162;Bogotá;Bogotá;99;5
297821402;2012;0;0;0;390;0;0;0;0;0;0;0;0;9985;3525;184;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3692;Bogotá;Bogotá;99;5
10207645;2012;0;0;0;0;0;0;0;0;0;0;0;0;34346;10235;10473;9949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20184;Bogotá;Bogotá;99;5
297823258;2012;0;0;0;0;0;0;0;0;0;0;0;0;2537;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850;Bogotá;Bogotá;99;5
297819921;2012;0;0;0;200;0;0;0;0;0;0;0;0;560;168;1576;2916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3084;Bogotá;Bogotá;99;5
408533;2012;0;240;0;199;0;0;0;0;0;0;0;4064;68721;24052;14249;14961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39013;Bogotá;Bogotá;99;5
450869;2012;0;0;0;0;0;0;0;0;0;0;0;0;94037;31784;15295;13841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45625;Bogotá;Bogotá;99;5
297826835;2012;0;0;0;216;0;0;0;0;0;0;0;0;88387;31169;19088;21885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53054;Bogotá;Bogotá;99;5
165923;2012;0;0;0;0;0;0;0;0;0;0;0;0;12920;4577;2493;2813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7390;Bogotá;Bogotá;99;5
297826497;2012;0;0;0;0;0;0;0;0;0;0;0;0;9904;3481;2328;2314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5795;Bogotá;Bogotá;99;5
297820374;2012;0;300;0;500;100;0;0;0;200;300;0;0;9231;3309;297;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3623;Bogotá;Bogotá;99;5
297819999;2012;0;0;0;525;0;0;0;0;0;0;0;0;9821;3614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3614;Bogotá;Bogotá;99;5
297823669;2012;0;0;0;0;0;0;0;0;0;240;0;0;18993;6751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6751;Bogotá;Bogotá;99;5
10207689;2012;0;0;0;0;0;0;0;0;0;0;0;0;1200;426;192;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609;Bogotá;Bogotá;99;5
297834076;2012;0;0;0;0;0;0;0;0;0;0;0;0;10193;3996;3884;4212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8208;Bogotá;Bogotá;99;5
441267;2012;0;0;0;0;0;0;0;0;0;0;0;0;135959;46906;18602;18341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65247;Bogotá;Bogotá;99;5
441565;2012;0;0;0;0;0;0;0;0;0;0;0;0;13436;4703;2636;2478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7181;Bogotá;Bogotá;99;5
441566;2012;0;0;0;0;0;0;0;0;0;0;0;0;8512;3280;7327;8216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11496;Bogotá;Bogotá;99;5
441567;2012;0;0;0;0;0;0;0;0;0;0;0;0;27974;9791;87418;83047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92838;Bogotá;Bogotá;99;5
441568;2012;0;0;0;0;0;0;0;0;0;0;0;0;13620;5907;1260;2035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7942;Bogotá;Bogotá;99;5
441569;2012;0;0;0;0;0;0;0;0;0;0;0;0;15122;5293;3093;2693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7986;Bogotá;Bogotá;99;5
441570;2012;0;0;0;0;0;0;0;0;0;0;0;0;24420;8547;3093;2693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11240;Bogotá;Bogotá;99;5
450863;2012;0;0;0;0;0;0;0;0;655;0;0;30;17899;7637;4892;5268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12905;Bogotá;Bogotá;99;5
297823534;2012;0;0;0;0;0;0;0;0;0;0;0;0;8434;3023;1483;1447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4470;Bogotá;Bogotá;99;5
299303246;2012;0;0;0;0;0;0;0;0;0;126;0;0;10664;3892;14642;14056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17948;Bogotá;Bogotá;99;5
297824086;2012;0;380;0;880;0;0;0;0;3500;3200;800;0;24660;9041;4561;4503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13544;Bogotá;Bogotá;99;5
447079;2012;0;0;0;0;0;0;0;0;0;35;0;0;67200;24698;11544;11313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36011;Bogotá;Bogotá;99;5
297826870;2012;0;2000;3000;10650;0;0;0;0;0;0;0;16788;3078749;928445;256413;317183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1245628;Bogotá;Bogotá;99;5
297826640;2012;0;0;0;0;0;0;0;0;0;0;0;0;118210;32648;15105;13877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46525;Bogotá;Bogotá;99;5
297826980;2012;0;0;0;0;0;0;0;0;0;0;0;0;377968;140180;67054;60708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200888;Bogotá;Bogotá;99;5
299304555;2012;0;0;0;0;0;0;0;0;0;0;0;0;52311;20663;3600;3546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24209;Bogotá;Bogotá;99;5
297826975;2012;0;0;0;0;0;0;0;0;0;0;0;0;396642;124942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;124942;Bogotá;Bogotá;99;5
297839506;2012;0;1600;0;1000;0;0;0;0;0;1000;0;0;62680;23514;10298;11412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34926;Bogotá;Bogotá;99;5
9807441;2012;0;0;0;0;0;0;0;0;0;0;0;0;51124;17433;7080;7162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24595;Bogotá;Bogotá;99;5
9807448;2012;0;1680;1500;1700;0;0;0;0;0;0;0;0;92520;28774;5520;5522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34296;Bogotá;Bogotá;99;5
441825;2012;0;1000;0;5000;0;0;0;0;0;0;0;0;1101165;352373;47000;36478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;388851;Barranquilla;Santa Marta;99;5
9795548;2012;0;0;0;1400;0;0;0;0;0;1200;0;0;32000;16960;0;0;7600;5700;0;0;180;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;24260;Bogotá;Villavicencio;99;5
297826990;2012;0;520;620;2450;980;0;0;0;480;1200;0;0;217486;81000;25068;24900;0;0;0;0;35;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;106180;Bogotá;Bogotá;99;5
297826738;2012;0;0;0;130078;0;0;0;0;0;0;0;0;4326995;1103000;280932;313572;0;0;0;0;600;4774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1421346;Bogotá;Bogotá;99;5
297839497;2012;0;0;0;2620;0;0;0;0;0;0;0;0;410600;114625;36754;36570;0;0;0;0;467;3853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4670;0;0;0;0;0;155048;Bogotá;Bogotá;99;5
297826642;2012;0;0;0;2000;0;0;0;0;2000;7200;0;0;1666889;550387;132540;138472;0;0;0;0;500;4000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;0;0;692859;Bogotá;Bogotá;99;5
297718322;2012;0;1000;1000;500;0;0;0;0;0;0;0;0;136453;46394;16554;15544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61938;Bogotá;Bogotá;99;5
297826647;2012;0;200;100;1000;0;0;0;0;0;2000;0;3300;25168;9072;5373;5094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14166;Bogotá;Bogotá;99;5
103459;2012;0;0;0;0;0;0;0;0;0;0;0;0;61384;21730;18371;17379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39109;Bogotá;Bogotá;99;5
299303285;2012;1000;0;0;0;0;0;0;0;0;0;0;0;81600;27847;0;0;6700;6935;0;0;4200;34440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69222;Bogotá;Bogotá;99;5
448987;2012;0;0;0;0;0;0;0;0;0;0;0;0;822456;250234;74362;72140;0;0;0;0;550;4540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7576;0;0;0;0;0;326914;Bogotá;Bogotá;99;5
297730503;2012;0;0;0;2580;1850;0;0;0;0;0;0;0;170220;70788;6558;5895;0;0;35;300;80;636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;77619;Barranquilla;Santa Marta;99;5
297718312;2012;0;0;0;0;0;0;0;0;0;0;0;0;349600;133161;27351;23660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156821;Bogotá;Bogotá;99;5
297718302;2012;0;0;0;2259;0;0;0;0;2402;0;0;0;2165460;670371;205802;213781;0;0;0;0;150;1171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885323;Bogotá;Bogotá;99;5
297822448;2012;0;0;0;0;0;0;0;0;0;0;0;0;199793;64242;12732;13093;0;0;0;0;40;323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77658;Bogotá;Bogotá;99;5
297839505;2012;0;0;0;0;0;0;0;0;0;17392;0;0;966320;292998;71021;71303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364301;Bogotá;Bogotá;99;5
297821308;2012;0;0;250;1500;0;0;0;0;800;0;0;0;762200;224099;11538;11249;0;0;0;0;150;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;0;0;236548;Bogotá;Bogotá;99;5
297718360;2012;0;0;0;0;0;0;0;0;0;1034;0;0;275300;105254;43916;43398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148652;Bogotá;Bogotá;99;5
297718363;2012;0;0;0;0;0;0;0;0;0;0;0;0;163200;58520;14900;15268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73788;Bogotá;Bogotá;99;5
297718362;2012;0;11000;0;25000;24709;0;0;0;0;0;0;60709;600000;170766;60000;57420;0;0;0;0;110;913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229099;Bogotá;Bogotá;99;5
297822336;2012;0;0;0;0;0;0;0;0;0;0;0;0;269830;95520;8786;8628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104148;Bogotá;Bogotá;99;5
297717006;2012;0;0;0;0;0;0;0;0;0;0;0;0;221772;67640;48121;47640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115280;Bogotá;Bogotá;99;5
297717021;2012;0;0;0;0;0;0;0;0;0;0;0;0;844000;240000;50532;52981;0;0;0;0;400;3723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296704;Bogotá;Bogotá;99;5
297717024;2012;0;0;0;0;0;0;0;0;0;0;0;0;251836;78069;16298;15516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93585;Bogotá;Bogotá;99;5
10209311;2012;0;0;0;0;0;0;0;0;0;0;0;0;6649;2520;274;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2880;Bogotá;Bogotá;99;5
297839796;2012;0;0;0;150;0;0;0;0;0;0;0;0;9603;3486;5114;5034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8520;Bogotá;Bogotá;99;5
297818794;2012;0;0;0;250;0;0;0;0;0;0;0;0;4422;1474;2343;2214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3688;Bogotá;Bogotá;99;5
283047;2012;0;0;0;0;0;0;0;0;0;0;0;0;71578;24547;3093;2694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27241;Bogotá;Bogotá;99;5
297820580;2012;0;1500;0;900;0;0;0;0;800;0;0;0;79116;29581;3121;1666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31247;Bogotá;Yopal;99;5
452232;2012;0;0;0;0;0;0;0;0;0;0;0;0;10264;5386;0;0;7750;2325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7711;Bogotá;Bogotá;99;5
10209581;2012;0;0;0;0;0;0;0;0;0;0;0;0;4145;1336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1336;Bogotá;Bogotá;99;5
297718330;2012;0;0;0;0;0;0;0;0;0;0;0;0;110660;38178;24063;22846;0;0;0;0;60;550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61574;Bogotá;Bogotá;99;5
297821918;2012;0;0;0;0;0;0;0;0;0;0;0;0;23679;8611;6319;7899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16510;Bogotá;Bogotá;99;5
297822767;2012;0;0;0;0;0;0;0;0;0;0;0;0;112460;41385;16620;15789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57174;Bogotá;Bogotá;99;5
297822929;2012;0;0;0;880;0;0;0;0;14772;7482;0;0;224714;82350;0;0;38800;42575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124925;Bogotá;Bogotá;99;5
299303275;2012;0;0;0;0;0;0;0;0;0;800;0;0;57386;20566;0;0;2750;2650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23216;Bogotá;Bogotá;99;5
297823503;2012;0;0;0;0;0;0;0;0;0;0;0;0;4300;3225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3225;Bogotá;Leticia;99;5
297827029;2012;0;0;0;0;0;0;0;0;0;250;0;0;11866;8950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8950;Bogotá;Leticia;99;5
297821059;2012;0;0;0;0;0;0;0;0;0;150;0;0;45250;42082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42082;Bogotá;Leticia;99;5
256628;2012;0;0;0;0;0;0;0;0;0;720;0;0;117212;89079;0;0;620;2520;1579;13423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105022;Bogotá;Leticia;99;5
297839502;2012;0;0;0;0;0;0;0;0;0;0;0;0;6648;5803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5803;Bogotá;Leticia;99;5
297730495;2012;0;0;0;0;0;0;0;0;0;0;0;0;22759;17138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17138;Bogotá;Leticia;99;5
297827899;2012;0;1500;1481;2500;1905;0;0;0;2100;3500;0;0;150000;115770;0;0;0;0;0;0;100;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;999;0;0;0;0;0;116570;Bogotá;Leticia;99;5
297827887;2012;0;0;0;0;0;0;0;0;0;80;0;0;2268;1848;0;0;0;0;96;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2646;Bogotá;Leticia;99;5
441040;2012;0;800;0;800;0;0;0;0;0;0;0;0;15483;9600;0;0;960;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10680;Bogotá;Leticia;99;5
297823991;2012;0;0;0;0;0;0;0;0;0;0;0;0;13826;4839;3558;4483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9322;Bogotá;Bogotá;99;5
444211;2012;0;0;0;0;0;0;0;0;0;0;0;0;2904;1899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1899;Bogotá;Villavicencio;99;5
297822054;2012;0;0;0;328;0;0;0;0;0;0;0;0;55912;21868;15343;14642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36510;Bogotá;Bogotá;99;5
297819453;2012;0;0;1600;0;0;0;0;0;0;0;0;0;37095;16645;6188;6646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23291;Bogotá;Bogotá;99;5
450867;2012;0;330;0;1100;0;0;0;0;0;500;0;0;43606;16352;0;0;1814;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18347;Bogotá;Bogotá;99;5
441850;2012;0;0;0;1996;0;0;0;0;4046;0;0;0;350599;145930;0;0;8300;6995;0;0;660;5649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158574;Barranquilla;San Andrés;99;5
297823164;2012;0;890;420;0;930;0;0;0;0;780;0;3020;70449;24446;5176;5073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29519;Bogotá;Bogotá;99;5
