Nro_Orden_Establecimiento;Periodo;C3RHE1;C3RHE2;C3RHE5;PROGAHORR;C3RHC1PTU;C3RHC4RCASUP;C3RHC5RCASUB;C3RHC6PMS;MULTABAS;C3RHC7TOGT;C3RHA1cAC;C3RHA1dAC;VOCONSBL;VACONSBLQ;C3RHA5cCT;C3RHA5dCT;C3RHA6cALL;C3RHA2aSUP;C3RHA2bSUP;FECHADESDESUP;FECHAHASTASUP;C3RHA2cSUP;C3RHA3aSUB;C3RHA3bSUB;FECHADESDESUB;FECHAHASTASUB;C3RHA3cSUB;C3RHA4aAM;C3RHA4bAM;FECHADESDEMAR;FECHAHASTAMAR;C3RHA4cAM;C3RHA7aTVC;C3RHA7bTPC;C3RHA7cTVU;C3RHA7dTVPCA;Sede;Subsede;NOVEDAD;ESTADO
452268;2012;0;0;33378;0;103;0;0;0;0;103;18276;21220;0;0;0;0;0;65343;50;31/07/2009;31/07/2014;9801;0;0; ; ;0;0;0; ; ;0;65343;50;28077;21220;Bucaramanga;Bucaramanga;99;5
452269;2012;0;0;2600;0;0;888;0;0;0;888;0;0;0;0;0;0;0;19791;888;18/01/2012;18/03/2013;19791;0;0; ; ;0;0;0; ; ;0;19791;888;19791;0;Bucaramanga;Bucaramanga;99;5
455214;2012;0;0;0;0;15;0;0;0;0;15;2585;5395;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2585;5395;Bucaramanga;Bucaramanga;99;5
297826915;2012;0;0;986;0;53;0;0;0;0;53;9360;7525;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9360;7525;Bucaramanga;Bucaramanga;99;5
297826605;2012;0;0;0;2000;38;0;0;0;0;38;6758;9447;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;6758;9447;Bucaramanga;Bucaramanga;99;5
420510;2012;0;0;0;0;56;0;0;0;0;56;9882;16008;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9882;16008;Bucaramanga;Bucaramanga;99;5
297823964;2012;0;0;0;0;118;0;0;0;0;118;20845;28161;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;20845;28161;Bucaramanga;Bucaramanga;99;5
297822876;2012;0;0;0;0;36;0;0;0;0;36;6303;8811;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;6303;8811;Bucaramanga;Bucaramanga;99;5
297824118;2012;0;15000;3500;5000;0;0;0;0;0;0;5750;4606;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5750;4606;Bucaramanga;Bucaramanga;99;5
297827338;2012;0;0;0;0;14;0;0;0;0;14;2587;3616;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2587;3616;Bucaramanga;Bucaramanga;99;5
452141;2012;0;0;0;0;256;0;0;0;0;256;45031;60747;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;45031;60747;Bucaramanga;Bucaramanga;99;5
444253;2012;0;0;0;0;267;0;0;0;0;267;47052;63567;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;47052;63567;Bucaramanga;Bucaramanga;99;5
452143;2012;2335;9341;11676;2340;0;760;0;0;0;760;0;0;0;0;0;0;0;414700;760;31/01/2012;30/09/2013;13685;0;0; ; ;0;0;0; ; ;0;414700;760;13685;0;Bucaramanga;Bucaramanga;99;5
297820053;2012;0;0;0;0;36;0;0;0;0;36;7440;9821;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;7440;9821;Bucaramanga;Bucaramanga;99;5
297838190;2012;0;0;0;0;3;0;0;0;0;3;3436;4894;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3436;4894;Cali;Cali;99;5
455239;2012;0;0;0;0;11;0;0;0;0;11;8077;13651;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;8077;13651;Cali;Cali;99;5
297826717;2012;0;0;0;0;56;0;0;0;0;56;32998;61450;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;32998;61450;Cali;Cali;99;5
297826765;2012;0;0;0;0;6;0;0;0;0;6;3478;6608;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3478;6608;Cali;Cali;99;5
297826766;2012;0;0;0;0;23;0;0;0;0;23;13305;25545;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;13305;25545;Cali;Cali;99;5
297826771;2012;0;0;0;0;12;0;0;0;0;12;7253;14261;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;7253;14261;Cali;Cali;99;5
297821622;2012;0;2984;0;0;28;0;0;0;0;28;16179;29336;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;16179;29336;Cali;Cali;99;5
452422;2012;0;0;0;0;0;0;0;0;0;0;6789;12958;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;6789;12958;Manizales;Manizales;99;5
452426;2012;0;26600;0;0;36;0;0;0;0;36;28531;55350;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;28531;55350;Manizales;Ibagué;99;5
9807415;2012;0;36648;0;0;64;0;0;0;0;64;13055;31985;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;13055;31985;Bogotá;Bogotá;99;5
296886245;2012;0;0;0;0;561;0;0;0;0;561;22180;36088;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;22180;36088;Medellín;Medellín;99;5
296886246;2012;0;0;0;84405;42;0;0;0;0;42;8636;20925;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;8636;20925;Bogotá;Bogotá;99;5
296886247;2012;0;1277;1561;6086;50;0;0;0;0;50;10160;24618;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;10160;24618;Bogotá;Bogotá;99;5
296886248;2012;0;0;0;291;0;0;0;0;0;0;7693;13669;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;7693;13669;Manizales;Manizales;99;5
296886249;2012;0;0;0;0;0;0;0;0;0;0;2036;5130;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2036;5130;Manizales;Manizales;99;5
296886250;2012;0;0;0;0;31;0;0;0;0;31;43266;99731;0;0;60;950;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;43326;100681;Barranquilla;Santa Marta;99;5
297718282;2012;0;0;26086;0;252;0;0;0;0;252;40533;89172;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;40533;89172;Barranquilla;Cartagena;99;5
297730369;2012;0;36648;0;0;168;0;0;0;0;168;34208;83810;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;34208;83810;Bogotá;Bogotá;99;5
297730371;2012;0;70;1026;0;13;0;0;0;0;13;2653;6428;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2653;6428;Bogotá;Bogotá;99;5
297730372;2012;0;0;0;0;8;0;0;0;0;8;1625;3937;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1625;3937;Bogotá;Bogotá;99;5
297730373;2012;0;0;1303;0;3800;0;0;0;0;3800;22093;55947;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;22093;55947;Barranquilla;Barranquilla;99;5
297730375;2012;0;0;0;0;5;0;0;0;0;5;10495;11596;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;10495;11596;Medellín;Medellín;99;5
297730377;2012;0;152;0;0;115;0;0;0;0;115;0;0;0;0;0;0;0;58107;4444;24/09/2008;23/09/2013;58107;0;0; ; ;0;0;0; ; ;0;58107;4444;58107;0;Bogotá;Tunja;99;5
297730504;2012;0;0;0;0;6;0;0;0;0;6;3135;5298;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3135;5298;Medellín;Medellín;99;5
297730506;2012;0;3500;0;0;27;0;0;0;0;27;29722;39796;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;29722;39796;Manizales;Ibagué;99;5
297730507;2012;0;22369;0;0;73;0;0;0;0;73;14864;36030;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;14864;36030;Bogotá;Bogotá;99;5
297838052;2012;0;1135;4696;2858;203;0;0;0;0;203;117744;156277;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;117744;156277;Cali;Cali;99;5
296914052;2012;0;779;6300;0;46;0;0;0;0;46;26927;51195;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;26927;51195;Cali;Cali;99;5
297826920;2012;0;0;0;0;11;0;0;0;0;11;6256;8425;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;6256;8425;Cali;Cali;99;5
446013;2012;0;0;0;0;23;0;0;0;0;23;13462;23088;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;13462;23088;Cali;Cali;99;5
452409;2012;0;5000;5000;0;1000;0;0;0;0;1000;0;0;0;0;0;0;0;220752;1000;31/01/2008;31/01/2018;38400;0;0; ; ;0;0;0; ; ;0;220752;1000;38400;0;Cali;Cali;99;5
297826959;2012;0;0;0;0;7;0;0;0;0;7;4221;5495;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4221;5495;Cali;Cali;99;5
306981;2012;0;0;0;0;7;0;0;0;0;7;6392;11436;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;6392;11436;Cali;Cali;99;5
297730524;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;4106;0;01/01/2012;31/12/2012;4106;0;0; ; ;0;4106;0;4106;0;Cali;Pasto;99;5
297826949;2012;0;0;0;0;7;0;0;0;0;7;3990;6794;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3990;6794;Cali;Cali;99;5
297826764;2012;0;0;0;0;3;0;0;0;0;3;1728;3365;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1728;3365;Cali;Cali;99;5
297826736;2012;0;0;0;0;0;0;0;0;0;0;19188;30112;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;19188;30112;Cali;Cali;99;5
297826872;2012;0;0;0;0;0;0;0;0;0;0;5158;10760;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5158;10760;Cali;Cali;99;5
297826769;2012;0;0;0;0;9;0;0;0;0;9;5088;6736;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5088;6736;Cali;Cali;99;5
297826768;2012;0;0;0;0;5;0;0;0;0;5;5983;8974;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5983;8974;Cali;Cali;99;5
297827862;2012;0;0;0;2000;36;0;0;0;0;36;21251;29751;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;21251;29751;Cali;Cali;99;5
444764;2012;0;0;0;0;5;0;0;0;0;5;2907;3884;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2907;3884;Cali;Cali;99;5
455224;2012;0;0;0;0;50;0;0;0;0;50;29369;57523;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;29369;57523;Cali;Cali;99;5
297820355;2012;0;0;0;0;7;0;0;0;0;7;4248;8773;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4248;8773;Cali;Cali;99;5
299304554;2012;3125;1258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;182;0;Cali;Cali;99;5
297822435;2012;10000;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;25920;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;25920;0;Cali;Cali;99;5
299303283;2012;0;0;0;0;420;0;0;0;0;420;0;0;0;0;0;0;0;189216;1800;01/03/2009;28/02/2014;189216;346896;1450;01/03/2009;28/02/2014;346896;0;0; ; ;0;536112;3250;536112;0;Manizales;Manizales;99;5
375000;2012;0;0;0;0;0;0;0;0;0;0;9312;17944;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9312;17944;Manizales;Manizales;99;5
455637;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;59224;600;31/07/2012;31/07/2017;52000;0;0; ; ;0;59224;600;52000;0;Manizales;Manizales;99;5
7070958;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;46610;600;31/07/2012;31/07/2017;15200;0;0; ; ;0;46610;600;15200;0;Manizales;Manizales;99;5
297826773;2012;0;0;0;0;0;0;0;0;0;0;5189;4824;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5189;4824;Manizales;Manizales;99;5
444122;2012;0;0;0;0;0;0;0;0;0;0;2120;1772;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2120;1772;Manizales;Manizales;99;5
452099;2012;0;0;0;0;0;0;0;0;0;0;4089;2808;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4089;2808;Manizales;Armenia;99;5
9800577;2012;0;0;0;0;0;0;0;0;0;0;870;891;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;870;891;Manizales;Manizales;99;5
452101;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2525;1234;01/01/2011;01/11/2012;2525;0;0; ; ;0;0;0; ; ;0;2525;1234;2525;0;Medellín;Medellín;99;5
297826671;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2842;0;04/05/2010;04/05/2020;2842;0;0; ; ;0;0;0; ; ;0;2842;0;2842;0;Medellín;Medellín;99;5
297718664;2012;0;0;0;0;95;0;0;0;0;95;3852;6320;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3852;6320;Medellín;Medellín;99;5
297826675;2012;0;0;5000;1000;227;0;0;0;0;227;9000;11723;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9000;11723;Medellín;Medellín;99;5
297826976;2012;0;0;0;0;645;0;0;0;0;645;25501;27964;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;25501;27964;Medellín;Medellín;99;5
297718666;2012;0;0;0;0;27;0;0;0;0;27;14825;18531;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;14825;18531;Medellín;Medellín;99;5
452177;2012;0;0;780;0;39;0;0;0;0;39;1548;1733;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1548;1733;Medellín;Medellín;99;5
297826851;2012;0;0;0;0;1349;0;0;0;0;1349;49332;53278;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;49332;53278;Medellín;Medellín;99;5
297718265;2012;0;100;40;500;165;0;0;0;0;165;18611;22971;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;18611;22971;Medellín;Medellín;99;5
296886274;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5345;1690;01/06/2010;02/06/2015;5345;0;0; ; ;0;0;0; ; ;0;5345;1690;5345;0;Medellín;Medellín;99;5
296886224;2012;0;0;0;0;108;0;0;0;0;108;4271;5338;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4271;5338;Medellín;Medellín;99;5
299303330;2012;0;0;600;0;127;0;0;0;0;127;5040;6652;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5040;6652;Medellín;Medellín;99;5
297826800;2012;0;500;300;100;16;0;0;0;0;16;9642;10418;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9642;10418;Medellín;Medellín;99;5
297718269;2012;0;2563;0;0;28;0;0;0;0;28;16708;18000;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;16708;18000;Medellín;Medellín;99;5
299303276;2012;0;2790;0;0;1805;0;0;0;0;1805;71329;92177;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;71329;92177;Medellín;Medellín;99;5
446746;2012;0;0;2000;0;8;0;0;0;0;8;4920;6720;0;0;0;0;0;7080;0;01/01/2012;31/12/2012;7080;0;0; ; ;0;0;0; ; ;0;7080;0;12000;6720;Medellín;Medellín;99;5
296886259;2012;0;0;0;0;167;0;0;0;0;167;6600;11154;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;6600;11154;Medellín;Medellín;99;5
296886263;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;02/04/2010;02/10/2015;2963;0;0; ; ;0;0;0; ; ;0;3000;0;2963;0;Medellín;Medellín;99;5
296886264;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6500;0;30/08/2012;30/08/2013;6500;1020;0;01/01/2012;30/08/2012;1020;0;0; ; ;0;7520;0;7520;0;Medellín;Medellín;99;5
375263;2012;0;0;0;0;55;0;0;0;0;55;37490;50236;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;37490;50236;Medellín;Medellín;99;5
297730508;2012;0;0;0;0;0;0;0;0;0;0;42898;47037;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;42898;47037;Medellín;Medellín;99;5
375941;2012;0;0;1000;1000;0;1423;0;0;0;1423;0;0;0;0;0;0;0;980;1423;01/01/2012;31/12/2013;905;0;0; ; ;0;0;0; ; ;0;980;1423;905;0;Medellín;Medellín;99;5
457974;2012;0;0;0;0;26;0;0;0;0;26;12130;13344;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;12130;13344;Medellín;Medellín;99;5
9787477;2012;0;0;0;0;10;0;0;0;0;10;6534;9291;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;6534;9291;Medellín;Medellín;99;5
297826674;2012;0;0;0;0;239;0;0;238;multa por Corantioquia por intereces de tasa de uso del 2012.;477;17273;21937;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;17273;21937;Medellín;Medellín;99;5
297730522;2012;0;150;120;600;705;0;0;0;0;705;27890;34304;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;27890;34304;Medellín;Medellín;99;5
377233;2012;0;0;0;0;0;0;0;0;0;0;4214;3299;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4214;3299;Manizales;Armenia;99;5
378275;2012;0;0;0;0;0;0;0;0;0;0;1309;1309;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1309;1309;Medellín;Quibdó;99;5
296886268;2012;0;0;0;0;0;0;0;0;0;0;3960;1980;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3960;1980;Medellín;Medellín;99;5
451504;2012;0;0;472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;6600;0;01/01/2012;31/12/2012;2066;0;0; ; ;0;6600;0;2066;0;Medellín;Medellín;99;5
297826643;2012;0;0;0;0;861;0;0;0;0;861;34031;36745;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;34031;36745;Medellín;Medellín;99;5
452356;2012;0;0;0;0;575;0;0;0;0;575;22720;23401;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;22720;23401;Medellín;Medellín;99;5
297718296;2012;0;0;0;0;126;0;0;0;0;126;4993;5392;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4993;5392;Medellín;Medellín;99;5
297826775;2012;0;0;0;0;0;0;0;0;0;0;2880;2907;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2880;2907;Medellín;Medellín;99;5
297839795;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;07/12/2008;07/12/2014;340;0;0; ; ;0;0;0; ; ;0;600;0;340;0;Medellín;Medellín;99;5
451499;2012;0;0;0;0;1279;0;0;0;0;1279;50562;82232;0;0;0;0;0;54147;265;21/01/2010;20/01/2020;17689;0;0; ; ;0;0;0; ; ;0;54147;265;68251;82232;Medellín;Medellín;99;5
452297;2012;0;0;12300;0;183;70;0;0;0;253;0;0;0;0;0;0;0;143389;589;26/03/2008;26/03/2018;70076;0;0; ; ;0;0;0; ; ;0;143389;589;70076;0;Medellín;Medellín;99;5
452330;2012;0;550;100;0;92;0;0;0;0;92;3642;6154;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3642;6154;Medellín;Medellín;99;5
297718304;2012;0;0;0;0;165;0;0;0;0;165;6552;9959;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;6552;9959;Medellín;Medellín;99;5
297823386;2012;0;0;0;0;96;0;0;0;0;96;3815;6447;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3815;6447;Medellín;Medellín;99;5
297823000;2012;0;0;0;0;246;0;0;0;0;246;8484;10605;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;8484;10605;Medellín;Medellín;99;5
297823579;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4160;0;01/01/2012;31/12/2012;4160;0;0; ; ;0;0;0; ; ;0;4160;0;4160;0;Medellín;Medellín;99;5
297823739;2012;0;11796;0;0;243;0;0;0;0;243;9626;15882;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9626;15882;Medellín;Medellín;99;5
452170;2012;0;0;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13250;1722;01/01/2012;01/01/2013;13250;0;0; ; ;0;0;0; ; ;0;13250;1722;13250;0;Medellín;Medellín;99;5
452474;2012;0;0;0;0;138;0;0;0;0;138;5490;9278;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5490;9278;Medellín;Medellín;99;5
297823606;2012;0;0;0;0;82;0;0;0;0;82;3186;3393;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3186;3393;Medellín;Medellín;99;5
297823404;2012;0;0;0;0;106;0;0;0;0;106;4200;5670;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4200;5670;Medellín;Medellín;99;5
297718335;2012;0;0;0;0;112;0;0;0;0;112;1343;494;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1343;494;Medellín;Medellín;99;5
411323;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;460530;0;01/01/2012;31/12/2012;460530;0;0; ; ;0;460530;0;460530;0;Medellín;Medellín;99;5
443827;2012;0;0;0;0;21;0;0;0;0;21;12594;17800;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;12594;17800;Medellín;Medellín;99;5
2506951;2012;0;0;0;0;356;0;0;0;0;356;13879;15239;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;13879;15239;Medellín;Medellín;99;5
445470;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10028;0;01/01/2011;31/12/2012;10028;0;0; ; ;0;0;0; ; ;0;10028;0;10028;0;Medellín;Medellín;99;5
297823428;2012;0;0;0;0;0;0;0;0;0;0;13520;14804;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;13520;14804;Medellín;Medellín;99;5
297823893;2012;0;2500;5200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4200;0;01/01/2012;31/12/2012;4200;0;0; ; ;0;0;0; ; ;0;4200;0;4200;0;Medellín;Medellín;99;5
444270;2012;0;1500;3000;0;12;0;0;0;0;12;7928;8554;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;7928;8554;Medellín;Medellín;99;5
297839768;2012;0;0;0;0;131;0;0;0;0;131;5204;5260;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5204;5260;Medellín;Medellín;99;5
10400085;2012;0;0;0;0;162;0;0;0;0;162;4050;4252;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4050;4252;Medellín;Medellín;99;5
451490;2012;0;0;0;0;21;0;0;0;0;21;9136;17491;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9136;17491;Manizales;Pereira;99;5
297839503;2012;0;0;0;0;0;0;0;34;Mayor numero a concesion;34;0;0;0;0;0;0;0;650;1200;20/01/2010;22/10/2013;320;0;0; ; ;0;0;0; ; ;0;650;1200;320;0;Manizales;Pereira;99;5
452201;2012;0;0;1777;585;4579;0;0;0;0;4579;0;0;0;0;0;0;0;3823;4579;01/01/2012;31/12/2013;3725;0;0; ; ;0;0;0; ; ;0;3823;4579;3725;0;Manizales;Pereira;99;5
297826921;2012;0;2000;2400;1000;91;0;0;0;0;91;39585;57600;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;39585;57600;Manizales;Pereira;99;5
297730463;2012;0;0;0;0;30;0;0;0;0;30;4993;8927;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4993;8927;Manizales;Pereira;99;5
297826808;2012;0;0;0;0;0;0;0;0;0;0;3540;6905;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3540;6905;Manizales;Pereira;99;5
444234;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;2400;0;04/01/2010;18/01/2014;2400;0;0; ; ;0;2400;0;2400;0;Manizales;Pereira;99;5
297822881;2012;0;30;120;0;3180;0;0;0;0;3180;2340;6343;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2340;6343;Manizales;Pereira;99;5
442868;2012;0;0;0;0;4;0;0;0;0;4;2700;4028;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2700;4028;Cali;Pasto;99;5
452303;2012;0;15000;500;5000;296;0;0;0;0;296;0;0;0;0;0;0;0;154526;182;02/02/2008;02/02/2013;35009;75686;272;02/02/2008;02/02/2013;26725;0;0; ; ;0;230212;454;61734;0;Manizales;Pereira;99;5
