Nro_Orden_Establecimiento;Periodo;C3RHE3;C3RHE4;C4VERTIADAPT;C6GAA1f;C3RHD1PTRV;C3RHD2PPVP;C3RHD3PMSV;MULTAVERT;C3RHD4TGTV;C3RHB1TAR;C3RHB2a;C3RHB2b;C3RHB2c;C3RHB2d;C3RHB3a3A;C3RHB3b3A;C3RHB3c3A;C3RHB3d3A;C3RHB3eT3A;C3RHB3a3B;C3RHB3b3B;C3RHB3c3B;C3RHB3d3B;C3RHB3eT3B;C3RHB4VAL;Sede;Subsede;NOVEDAD;ESTADO
297826975;2012;0;0;0;0;276;0;0;0;276;NO; ; ; ; ;0;0;0;0;0;4531;0;0;0;4531;6490;Bogotá;Bogotá;99;5
297839506;2012;0;0;0;0;256;0;0;0;256;NO; ; ; ; ;0;0;0;0;0;3877;0;0;0;3877;5990;Bogotá;Bogotá;99;5
9807441;2012;0;0;0;0;10;0;0;0;10;NO; ; ; ; ;0;0;0;0;0;155;0;0;0;155;232;Bogotá;Bogotá;99;5
9807448;2012;0;0;0;0;309;0;0;0;309;NO; ; ; ; ;0;0;0;0;0;4680;0;0;0;4680;7254;Bogotá;Bogotá;99;5
441825;2012;0;4500;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;24797;0;24797;0;Barranquilla;Santa Marta;99;5
9795548;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;0;0;2160;0;2160;0;0;0;0;0;0;Bogotá;Villavicencio;99;5
297826990;2012;0;0;0;0;716;0;0;0;716;NO; ; ; ; ;0;0;0;0;0;10682;0;0;0;10682;15275;Bogotá;Bogotá;99;5
297826738;2012;0;200;6180;0;3898;0;0;0;3898;SI;a; ; ; ;12283;0;0;0;12283;36851;0;0;0;36851;74949;Bogotá;Bogotá;99;5
297839497;2012;1601;1680;0;0;423;0;0;0;423;SI; ; ;c; ;1140;0;0;0;1140;5246;0;0;0;5246;9681;Bogotá;Bogotá;99;5
297826642;2012;0;0;0;0;1530;0;0;0;1530;NO; ; ; ; ;0;0;0;0;0;22518;0;0;0;22518;34501;Bogotá;Bogotá;99;5
297718322;2012;0;0;0;0;283;0;0;0;283;NO; ; ; ; ;0;0;0;0;0;4292;0;0;0;4292;6695;Bogotá;Bogotá;99;5
297826647;2012;0;0;0;0;89;0;0;0;89;NO; ; ; ; ;0;0;0;0;0;1968;0;0;0;1968;3068;Bogotá;Bogotá;99;5
103459;2012;0;0;0;0;265;0;0;0;265;NO; ; ; ; ;0;0;0;0;0;3904;0;0;0;3904;6086;Bogotá;Bogotá;99;5
299303285;2012;0;1800;3000;0;314;0;0;0;314;SI; ;b; ; ;2800;0;0;0;2800;7196;0;0;0;7196;11754;Bogotá;Bogotá;99;5
448987;2012;0;3684;3684;0;915;0;0;0;915;SI;a; ; ; ;6722;0;0;0;6722;6722;0;0;0;6722;18822;Bogotá;Bogotá;99;5
297730503;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;9583;0;0;0;9583;8976;Barranquilla;Santa Marta;99;5
297718312;2012;0;0;0;0;474;0;0;0;474;NO; ; ; ; ;0;0;0;0;0;9159;0;0;0;9159;12048;Bogotá;Bogotá;99;5
297718302;2012;0;0;0;0;1384;0;0;0;1384;NO; ; ; ; ;0;0;0;0;0;17581;0;0;0;17581;25492;Bogotá;Bogotá;99;5
297822448;2012;0;0;0;0;172;0;0;0;172;NO; ; ; ; ;0;0;0;0;0;2606;0;0;0;2606;4009;Bogotá;Bogotá;99;5
297839505;2012;0;600;547;0;1004;0;0;0;1004;SI;a; ; ; ;1400;0;0;0;1400;13397;0;0;0;13397;22701;Bogotá;Bogotá;99;5
297821308;2012;3000;1000;3000;1000;316;0;0;0;316;SI;a; ; ; ;4861;0;0;0;4861;0;0;0;0;0;7387;Bogotá;Bogotá;99;5
297718360;2012;0;0;1923;0;225;0;0;0;225;NO; ; ; ; ;0;0;0;0;0;3161;0;0;0;3161;4424;Bogotá;Bogotá;99;5
297718363;2012;0;0;0;0;137;0;0;0;137;SI;a; ; ; ;202;0;0;0;202;1818;0;0;0;1818;2929;Bogotá;Bogotá;99;5
297718362;2012;0;0;0;0;255;0;0;0;255;NO; ; ; ; ;0;0;0;0;0;4020;0;0;0;4020;6000;Bogotá;Bogotá;99;5
297822336;2012;0;0;0;0;112;0;0;0;112;NO; ; ; ; ;0;0;0;0;0;1650;0;0;0;1650;2475;Bogotá;Bogotá;99;5
297717006;2012;0;340;150;0;223;0;0;0;223;SI;a; ; ; ;676;0;0;0;676;2706;0;0;0;2706;5073;Bogotá;Bogotá;99;5
297717021;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;3540;0;0;0;3540;14160;0;0;0;14160;0;Bogotá;Bogotá;99;5
297717024;2012;0;0;0;0;308;0;0;0;308;NO; ; ; ; ;0;0;0;0;0;4900;0;0;0;4900;6860;Bogotá;Bogotá;99;5
10209311;2012;0;0;0;0;21;0;0;0;21;NO; ; ; ; ;0;0;0;0;0;120;0;0;0;120;228;Bogotá;Bogotá;99;5
297839796;2012;0;0;0;0;41;0;0;0;41;NO; ; ; ; ;0;0;0;0;0;604;0;0;0;604;961;Bogotá;Bogotá;99;5
297818794;2012;0;0;0;0;30;0;0;0;30;NO; ; ; ; ;0;0;0;0;0;455;0;0;0;455;685;Bogotá;Bogotá;99;5
283047;2012;0;0;0;0;170;0;0;0;170;NO; ; ; ; ;0;0;0;0;0;2699;0;0;0;2699;3913;Bogotá;Bogotá;99;5
297820580;2012;0;0;0;0;0;0;0;0;0;SI; ;b; ; ;0;0;475;0;475;0;0;0;0;0;0;Bogotá;Yopal;99;5
452232;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;0;0;920;0;920;0;0;0;0;0;0;Bogotá;Bogotá;99;5
10209581;2012;0;0;0;0;31;0;0;0;31;NO; ; ; ; ;0;0;0;0;0;499;0;0;0;499;760;Bogotá;Bogotá;99;5
297718330;2012;0;0;0;0;188;0;0;0;188;NO; ; ; ; ;0;0;0;0;0;2801;0;0;0;2801;4369;Bogotá;Bogotá;99;5
297821918;2012;0;0;0;0;125;0;0;0;125;NO; ; ; ; ;0;0;0;0;0;1875;0;0;0;1875;2810;Bogotá;Bogotá;99;5
297822767;2012;0;0;0;0;278;0;0;0;278;NO; ; ; ; ;0;0;0;0;0;3396;0;0;0;3396;5700;Bogotá;Bogotá;99;5
297822929;2012;0;1000;2500;0;0;0;0;0;0;SI; ;b; ; ;0;3528;0;0;3528;0;0;0;0;0;0;Bogotá;Bogotá;99;5
299303275;2012;0;2000;0;0;0;0;0;0;0;SI; ;b; ; ;0;3211;0;0;3211;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823503;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;319;0;0;0;319;280;Bogotá;Leticia;99;5
297827029;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;423;0;0;0;423;150;Bogotá;Leticia;99;5
297821059;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1050;0;0;0;1050;203;Bogotá;Leticia;99;5
256628;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;4140;0;0;0;4140;256;Bogotá;Leticia;99;5
297839502;2012;0;1;1;0;0;0;0;0;0;SI;a; ; ; ;0;0;70;0;70;0;0;0;0;0;0;Bogotá;Leticia;99;5
297730495;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;730;0;0;0;730;252;Bogotá;Leticia;99;5
297827899;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;12640;0;0;0;12640;5900;Bogotá;Leticia;99;5
297827887;2012;0;240;100;0;0;0;0;0;0;SI;a; ; ; ;0;0;605;0;605;0;0;0;0;0;0;Bogotá;Leticia;99;5
441040;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;730;0;0;0;730;248;Bogotá;Leticia;99;5
297823991;2012;0;0;0;0;42;0;0;0;42;NO; ; ; ; ;0;0;0;0;0;874;0;0;0;874;1223;Bogotá;Bogotá;99;5
444211;2012;0;0;0;0;25;0;0;0;25;NO; ; ; ; ;0;0;0;0;0;396;0;0;0;396;87;Bogotá;Villavicencio;99;5
297822054;2012;0;0;0;0;77;0;0;0;77;NO; ; ; ; ;0;0;0;0;0;1366;0;0;0;1366;2130;Bogotá;Bogotá;99;5
297819453;2012;0;0;0;0;256;0;0;0;256;NO; ; ; ; ;0;0;0;0;0;4010;0;0;0;4010;2628;Bogotá;Bogotá;99;5
450867;2012;0;0;0;0;161;0;0;0;161;NO; ; ; ; ;0;0;0;0;0;2474;0;0;0;2474;3760;Bogotá;Bogotá;99;5
441850;2012;3200;0;500;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;4534;0;0;0;4534;15629;Barranquilla;San Andrés;99;5
297823164;2012;0;0;0;0;219;0;0;0;219;NO; ; ; ; ;0;0;0;0;0;3321;0;0;0;3321;4981;Bogotá;Bogotá;99;5
297718671;2012;0;0;0;0;88;0;0;0;88;NO; ; ; ; ;0;0;0;0;0;1366;0;0;0;1366;2129;Bogotá;Bogotá;99;5
297717025;2012;0;0;0;0;102;0;0;0;102;NO; ; ; ; ;0;0;0;0;0;1500;0;0;0;1500;2275;Bogotá;Bogotá;99;5
297821128;2012;0;0;0;0;226;0;0;0;226;NO; ; ; ; ;0;0;0;0;0;3363;0;0;0;3363;4949;Bogotá;Bogotá;99;5
297824845;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;190;0;0;0;190;203;Bogotá;Leticia;99;5
297825821;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;144;0;0;0;144;85;Bogotá;Leticia;99;5
297827619;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;240;0;0;0;240;101;Bogotá;Leticia;99;5
297840102;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;240;0;0;0;240;147;Bogotá;Leticia;99;5
297825685;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1146;0;0;0;1146;1106;Bogotá;Leticia;99;5
297823003;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1880;0;0;0;1880;340;Bogotá;Leticia;99;5
297826634;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1440;0;0;0;1440;253;Bogotá;Leticia;99;5
297822047;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;480;0;0;0;480;272;Bogotá;Leticia;99;5
446751;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;653;0;0;0;653;285;Bogotá;Leticia;99;5
259709;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;192;0;0;0;192;310;Bogotá;Leticia;99;5
297818963;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;960;0;0;0;960;340;Bogotá;Leticia;99;5
297840103;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;0;0;328;0;328;0;0;0;0;0;0;Bogotá;Leticia;99;5
394762;2012;0;500;200;0;0;0;0;0;0;SI;a; ; ; ;0;0;197;0;197;0;0;0;0;0;0;Bogotá;Leticia;99;5
297833958;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;230;0;0;0;230;180;Bogotá;Leticia;99;5
297823481;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;48;0;0;0;48;210;Bogotá;Leticia;99;5
297821674;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;350;0;0;0;350;343;Bogotá;Leticia;99;5
296886227;2012;0;0;0;0;402;0;0;0;402;NO; ; ; ; ;0;0;0;0;0;5910;0;0;0;5910;8806;Bogotá;Bogotá;99;5
297718270;2012;0;0;0;0;413;0;0;0;413;NO; ; ; ; ;0;0;0;0;0;8858;0;0;0;8858;12844;Bogotá;Bogotá;99;5
452147;2012;0;0;0;0;95;0;0;0;95;NO; ; ; ; ;0;0;0;0;0;3320;0;0;0;3320;2849;Bucaramanga;Bucaramanga;99;5
296886218;2012;0;0;0;0;251;0;0;0;251;NO; ; ; ; ;0;0;0;0;0;8937;0;0;0;8937;6639;Bucaramanga;Bucaramanga;99;5
297839501;2012;0;0;0;0;1528;0;0;0;1528;NO; ; ; ; ;0;0;0;0;0;22461;0;0;0;22461;35017;Bogotá;Bogotá;99;5
382102;2012;0;0;0;0;328;0;0;0;328;NO; ; ; ; ;0;0;0;0;0;17440;0;0;0;17440;10936;Bucaramanga;Bucaramanga;99;5
297826761;2012;0;0;0;0;203;0;0;0;203;NO; ; ; ; ;0;0;0;0;0;7258;0;0;0;7258;10992;Bucaramanga;Bucaramanga;99;5
296914019;2012;0;0;0;0;428;0;0;0;428;NO; ; ; ; ;0;0;0;0;0;11248;0;0;0;11248;14044;Bucaramanga;Bucaramanga;99;5
297826917;2012;0;0;0;0;636;0;0;0;636;NO; ; ; ; ;0;0;0;0;0;20628;0;0;0;20628;22590;Bucaramanga;Bucaramanga;99;5
297826729;2012;0;0;0;0;288;0;0;0;288;NO; ; ; ; ;0;0;0;0;0;10265;0;0;0;10265;8807;Bucaramanga;Bucaramanga;99;5
452270;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;10000;0;10000;0;Bucaramanga;Bucaramanga;99;5
297826888;2012;0;0;0;0;429;0;0;0;429;NO; ; ; ; ;0;0;0;0;0;15267;0;0;0;15267;14693;Bucaramanga;Bucaramanga;99;5
297826958;2012;0;0;0;0;244;0;0;0;244;NO; ; ; ; ;0;0;0;0;0;8708;0;0;0;8708;10880;Bucaramanga;Bucaramanga;99;5
452268;2012;0;617;212;0;0;0;0;0;0;SI; ;b; ; ;0;27950;0;0;27950;0;0;0;0;0;0;Bucaramanga;Bucaramanga;99;5
452269;2012;0;12360;2100;0;0;113;0;0;113;SI; ; ;c; ;0;19791;0;0;19791;0;0;0;0;0;0;Bucaramanga;Bucaramanga;99;5
455214;2012;0;0;0;0;72;0;0;0;72;NO; ; ; ; ;0;0;0;0;0;2585;0;0;0;2585;2218;Bucaramanga;Bucaramanga;99;5
297826915;2012;0;0;0;0;262;0;0;0;262;NO; ; ; ; ;0;0;0;0;0;9355;0;0;0;9355;8026;Bucaramanga;Bucaramanga;99;5
297826605;2012;0;0;0;0;190;0;0;0;190;NO; ; ; ; ;0;0;0;0;0;6758;0;0;0;6758;4340;Bucaramanga;Bucaramanga;99;5
420510;2012;0;0;0;0;277;0;0;0;277;NO; ; ; ; ;0;0;0;0;0;9882;0;0;0;9882;8478;Bucaramanga;Bucaramanga;99;5
297823964;2012;0;0;0;0;585;0;0;0;585;NO; ; ; ; ;0;0;0;0;0;20845;0;0;0;20845;18393;Bucaramanga;Bucaramanga;99;5
297822876;2012;0;0;0;0;177;0;0;0;177;NO; ; ; ; ;0;0;0;0;0;6303;0;0;0;6303;5408;Bucaramanga;Bucaramanga;99;5
297824118;2012;0;6000;3000;0;0;0;0;0;0;SI;a; ; ; ;0;588;0;0;588;5162;0;0;0;5162;2291;Bucaramanga;Bucaramanga;99;5
297827338;2012;0;0;0;0;72;0;0;0;72;NO; ; ; ; ;0;0;0;0;0;2574;0;0;0;2574;2209;Bucaramanga;Bucaramanga;99;5
452141;2012;0;0;0;0;1264;0;0;0;1264;NO; ; ; ; ;0;0;0;0;0;45017;0;0;0;45017;38670;Bucaramanga;Bucaramanga;99;5
444253;2012;4500;5000;12000;0;197;0;0;0;197;SI;a; ; ; ;0;40011;0;0;40011;7035;0;0;0;7035;6036;Bucaramanga;Bucaramanga;99;5
452143;2012;16998;2719;13599;4079;0;0;0;0;0;SI;a; ; ; ;0;12916;0;0;12916;0;0;0;0;0;0;Bucaramanga;Bucaramanga;99;5
297820053;2012;0;0;0;0;209;0;0;0;209;NO; ; ; ; ;0;0;0;0;0;7432;0;0;0;7432;6399;Bucaramanga;Bucaramanga;99;5
297838190;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;3436;0;0;0;3436;2939;Cali;Cali;99;5
455239;2012;0;0;0;0;163;0;0;0;163;NO; ; ; ; ;0;0;0;0;0;6304;0;0;0;6304;16025;Cali;Cali;99;5
297826717;2012;0;0;5600;0;855;0;0;0;855;NO; ; ; ; ;0;0;0;0;0;32998;0;0;0;32998;69294;Cali;Cali;99;5
297826765;2012;0;0;0;0;90;0;0;0;90;NO; ; ; ; ;0;0;0;0;0;3478;0;0;0;3478;5028;Cali;Cali;99;5
297826766;2012;0;0;0;0;345;0;0;0;345;NO; ; ; ; ;0;0;0;0;0;13305;0;0;0;13305;29987;Cali;Cali;99;5
297826771;2012;0;0;0;0;188;0;0;0;188;NO; ; ; ; ;0;0;0;0;0;7253;0;0;0;7253;16701;Cali;Cali;99;5
297821622;2012;0;0;0;0;419;0;0;0;419;NO; ; ; ; ;0;0;0;0;0;16179;0;0;0;16179;34004;Cali;Cali;99;5
452422;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;4789;0;0;0;4789;0;Manizales;Manizales;99;5
452426;2012;0;4218;1;0;1263;0;0;0;1263;SI;a; ; ; ;28531;0;0;0;28531;0;0;0;0;0;13097;Manizales;Ibagué;99;5
9807415;2012;0;0;0;0;888;0;0;0;888;NO; ; ; ; ;0;0;0;0;0;13055;0;0;0;13055;20366;Bogotá;Bogotá;99;5
296886245;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;6654;0;0;0;6654;15526;0;0;0;15526;53536;Medellín;Medellín;99;5
296886246;2012;0;0;0;0;587;0;0;0;587;NO; ; ; ; ;0;0;0;0;0;8636;0;0;0;8636;13472;Bogotá;Bogotá;99;5
296886247;2012;0;1637;4013;1797;692;0;0;0;692;SI;a; ; ; ;5612;0;0;0;5612;4548;0;0;0;4548;15850;Bogotá;Bogotá;99;5
296886248;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;7693;0;0;0;7693;9685;Manizales;Manizales;99;5
296886249;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;2036;0;0;0;2036;2664;Manizales;Manizales;99;5
296886250;2012;0;0;0;0;900;0;0;0;900;SI; ; ; ;d;43326;0;0;0;43326;0;0;0;0;0;23600;Barranquilla;Santa Marta;99;5
297718282;2012;0;17250;17250;0;0;0;0;0;0;SI; ; ; ;d;0;0;40533;0;40533;0;0;0;0;0;0;Barranquilla;Cartagena;99;5
297730369;2012;0;3820;3240;0;2577;0;0;0;2577;SI;a; ; ; ;17104;0;0;0;17104;17104;0;0;0;17104;53364;Bogotá;Bogotá;99;5
297730371;2012;0;0;0;170;180;0;0;0;180;NO; ; ; ; ;0;0;0;0;0;2653;0;0;0;2653;4137;Bogotá;Bogotá;99;5
297730372;2012;0;0;0;0;110;0;0;0;110;NO; ; ; ; ;0;0;0;0;0;1625;0;0;0;1625;2535;Bogotá;Bogotá;99;5
297730373;2012;1824;2546;1914;0;1569;0;0;0;1569;SI;a; ; ; ;4419;0;0;0;4419;17674;0;0;0;17674;36912;Barranquilla;Barranquilla;99;5
297730375;2012;0;0;0;0;341;0;0;0;341;SI;a; ; ; ;10495;0;0;0;10495;0;0;0;0;0;25441;Medellín;Medellín;99;5
297730377;2012;0;1806;75;0;0;7174;0;0;7174;SI; ; ;c; ;57407;0;600;0;58007;0;0;0;0;0;3463;Bogotá;Tunja;99;5
297730504;2012;0;0;0;0;85;0;0;0;85;NO; ; ; ; ;0;0;0;0;0;3135;0;0;0;3135;5039;Medellín;Medellín;99;5
297730506;2012;23500;600;900;0;0;0;0;0;0;SI;a; ; ; ;0;26751;0;0;26751;0;0;0;0;0;0;Manizales;Ibagué;99;5
297730507;2012;4500;0;0;0;996;0;0;0;996;SI;a; ; ; ;14864;0;0;0;14864;0;0;0;0;0;23188;Bogotá;Bogotá;99;5
297838052;2012;120;1415;3760;0;950;0;0;0;950;SI;a; ; ; ;6307;0;0;0;6307;111436;0;0;0;111436;226357;Cali;Cali;99;5
296914052;2012;0;0;1313;0;697;0;0;0;697;SI;a; ; ; ;23927;0;0;0;23927;3000;0;0;0;3000;59631;Cali;Cali;99;5
297826920;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;6256;0;0;0;6256;5120;Cali;Cali;99;5
446013;2012;0;0;0;0;349;0;0;0;349;NO; ; ; ; ;0;0;0;0;0;13462;0;0;0;13462;0;Cali;Cali;99;5
452409;2012;2000;1000;5000;0;0;0;0;0;0;SI; ;b; ; ;0;11201;0;0;11201;0;0;0;0;0;0;Cali;Cali;99;5
297826959;2012;0;0;0;0;109;0;0;0;109;NO; ; ; ; ;0;0;0;0;0;4221;0;0;0;4221;6327;Cali;Cali;99;5
306981;2012;0;0;0;0;114;0;0;0;114;NO; ; ; ; ;0;0;0;0;0;4392;0;0;0;4392;11532;Cali;Cali;99;5
297730524;2012;0;1000;1000;0;0;0;0;0;0;SI; ;b; ; ;0;0;0;4106;4106;0;0;0;0;0;0;Cali;Pasto;99;5
297826949;2012;0;0;0;0;109;0;0;0;109;NO; ; ; ; ;0;0;0;0;0;3990;0;0;0;3990;6421;Cali;Cali;99;5
297826764;2012;0;0;0;0;45;0;0;0;45;NO; ; ; ; ;0;0;0;0;0;1728;0;0;0;1728;3937;Cali;Cali;99;5
297826736;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;19188;0;0;0;19188;24276;Cali;Cali;99;5
297826872;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;5148;0;0;0;5148;9163;Cali;Cali;99;5
297826769;2012;0;0;0;0;136;0;0;0;136;NO; ; ; ; ;0;0;0;0;0;5088;0;0;0;5088;12862;Cali;Cali;99;5
297826768;2012;0;0;0;0;1289;0;0;0;1289;NO; ; ; ; ;0;0;0;0;0;5983;0;0;0;5983;83449;Cali;Cali;99;5
297827862;2012;0;0;0;0;550;0;0;0;550;NO; ; ; ; ;0;0;0;0;0;21251;0;0;0;21251;44294;Cali;Cali;99;5
444764;2012;0;0;0;0;74;0;0;0;74;SI;a; ; ; ;2898;0;0;0;2898;0;0;0;0;0;4700;Cali;Cali;99;5
455224;2012;0;6000;1000;0;760;0;0;0;760;NO; ; ; ; ;0;0;0;0;0;29369;0;0;0;29369;63850;Cali;Cali;99;5
297820355;2012;0;0;0;0;110;0;0;0;110;NO; ; ; ; ;0;0;0;0;0;4248;0;0;0;4248;9893;Cali;Cali;99;5
299304554;2012;0;1;2730;0;0;0;0;0;0;SI; ;b; ; ;0;0;181;0;181;0;0;1;0;1;0;Cali;Cali;99;5
297822435;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;0;23000;23000;0;Cali;Cali;99;5
299303283;2012;0;200;1;0;285;0;0;0;285;SI; ; ;c; ;0;0;189215;0;189215;0;346896;0;0;346896;0;Manizales;Manizales;99;5
375000;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;9312;0;0;0;9312;13363;Manizales;Manizales;99;5
455637;2012;0;1560;1249;0;0;0;0;0;0;SI; ; ;c; ;0;52000;0;0;52000;0;0;0;0;0;0;Manizales;Manizales;99;5
7070958;2012;0;600;1249;0;0;0;0;0;0;SI; ; ;c; ;0;15200;0;0;15200;0;0;0;0;0;0;Manizales;Manizales;99;5
297826773;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;5189;0;0;0;5189;2125;Manizales;Manizales;99;5
444122;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;2120;0;0;0;2120;0;Manizales;Manizales;99;5
452099;2012;0;1500;3000;0;0;0;0;0;0;SI; ; ;c; ;0;0;3217;0;3217;0;0;817;0;817;1872;Manizales;Armenia;99;5
9800577;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;870;0;0;0;870;250;Manizales;Manizales;99;5
452101;2012;0;0;0;0;0;0;0;0;0;SI; ;b; ; ;0;0;0;1965;1965;0;0;0;0;0;1477;Medellín;Medellín;99;5
297826671;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;2842;0;0;2842;0;Medellín;Medellín;99;5
297718664;2012;0;0;0;0;96;0;0;0;96;NO; ; ; ; ;0;0;0;0;0;3852;0;0;0;3852;6320;Medellín;Medellín;99;5
297826675;2012;0;0;1000;0;219;0;0;0;219;NO; ; ; ; ;0;0;0;0;0;9000;0;0;0;9000;15630;Medellín;Medellín;99;5
297826976;2012;0;0;0;0;492;0;0;0;492;NO; ; ; ; ;0;0;0;0;0;20000;0;0;0;20000;42108;Medellín;Medellín;99;5
297718666;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;14825;0;0;0;14825;33954;Medellín;Medellín;99;5
452177;2012;0;0;0;0;37;0;0;0;37;NO; ; ; ; ;0;0;0;0;0;1548;0;0;0;1548;2513;Medellín;Medellín;99;5
297826851;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;49234;0;0;0;49234;85313;Medellín;Medellín;99;5
297718265;2012;0;0;0;0;466;0;0;0;466;NO; ; ; ; ;0;0;0;0;0;18611;0;0;0;18611;29939;Medellín;Medellín;99;5
296886274;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;5345;0;0;0;5345;0;Medellín;Medellín;99;5
296886224;2012;0;0;0;0;106;0;0;0;106;NO; ; ; ; ;0;0;0;0;0;4271;0;0;0;4271;8971;Medellín;Medellín;99;5
299303330;2012;0;796;320;0;0;0;0;0;0;SI;a; ; ; ;1146;0;0;0;1146;3894;0;0;0;3894;10721;Medellín;Medellín;99;5
297826800;2012;0;0;0;0;207;0;0;0;207;NO; ; ; ; ;0;0;0;0;0;9642;0;0;0;9642;5978;Medellín;Medellín;99;5
297718269;2012;0;0;0;0;642;0;0;0;642;NO; ; ; ; ;0;0;0;0;0;16708;0;0;0;16708;27000;Medellín;Medellín;99;5
299303276;2012;0;0;322;0;1750;0;0;0;1750;SI; ;b; ; ;11328;0;0;0;11328;60000;0;0;0;60000;149575;Medellín;Medellín;99;5
446746;2012;0;5000;3000;0;1150;7;0;0;1157;SI; ; ; ;d;0;12000;0;0;12000;0;0;0;0;0;0;Medellín;Medellín;99;5
296886259;2012;0;0;0;0;161;0;0;0;161;NO; ; ; ; ;0;0;0;0;0;6600;0;0;0;6600;14097;Medellín;Medellín;99;5
296886263;2012;0;2089;1200;0;0;0;0;0;0;SI;a; ; ; ;0;2963;0;0;2963;0;0;0;0;0;0;Medellín;Medellín;99;5
296886264;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;7520;0;0;7520;0;Medellín;Medellín;99;5
375263;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;37490;0;0;0;37490;22494;Medellín;Medellín;99;5
297730508;2012;0;1518;6751;0;0;0;0;0;0;SI; ; ; ;d;0;35025;0;0;35025;0;0;0;0;0;0;Medellín;Medellín;99;5
375941;2012;0;1000;1000;0;0;0;0;0;0;SI;a; ; ; ;0;900;0;0;900;0;5;0;0;5;0;Medellín;Medellín;99;5
457974;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;12130;0;0;0;12130;19408;Medellín;Medellín;99;5
