Nro_Orden_Establecimiento;Periodo;C3RHE3;C3RHE4;C4VERTIADAPT;C6GAA1f;C3RHD1PTRV;C3RHD2PPVP;C3RHD3PMSV;MULTAVERT;C3RHD4TGTV;C3RHB1TAR;C3RHB2a;C3RHB2b;C3RHB2c;C3RHB2d;C3RHB3a3A;C3RHB3b3A;C3RHB3c3A;C3RHB3d3A;C3RHB3eT3A;C3RHB3a3B;C3RHB3b3B;C3RHB3c3B;C3RHB3d3B;C3RHB3eT3B;C3RHB4VAL;Sede;Subsede;NOVEDAD;ESTADO
451823;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;655;0;0;0;655;182;Bogotá;Yopal;99;5
297818782;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;958;0;0;0;958;396;Bogotá;Yopal;99;5
297821835;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1230;0;0;0;1230;545;Bogotá;Yopal;99;5
297822565;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1693;0;0;0;1693;734;Bogotá;Yopal;99;5
297826938;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;789;0;0;0;789;436;Bogotá;Yopal;99;5
297819575;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;769;0;0;0;769;357;Bogotá;Yopal;99;5
297820273;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;681;0;0;0;681;430;Bogotá;Yopal;99;5
297825550;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;995;0;0;0;995;0;Bogotá;Yopal;99;5
299303279;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1281;0;0;0;1281;559;Bogotá;Yopal;99;5
297837540;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1210;0;0;0;1210;936;Bogotá;Yopal;99;5
297823050;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1945;0;0;0;1945;829;Bogotá;Yopal;99;5
297823808;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1207;0;0;0;1207;295;Bogotá;Yopal;99;5
297822607;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;2377;0;0;0;2377;1233;Bogotá;Yopal;99;5
445605;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1313;0;0;0;1313;573;Bogotá;Yopal;99;5
297834039;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1378;0;0;0;1378;631;Bogotá;Villavicencio;99;5
451473;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1251;0;0;0;1251;789;Bogotá;Villavicencio;99;5
297822619;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;2857;0;0;0;2857;2100;Bogotá;Villavicencio;99;5
111989;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;3060;0;0;0;3060;474;Bogotá;Villavicencio;99;5
442454;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;165;0;0;0;165;64;Bogotá;Villavicencio;99;5
446361;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;923;0;0;0;923;70;Bogotá;Villavicencio;99;5
445797;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;548;0;0;0;548;156;Bogotá;Villavicencio;99;5
442347;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;297;0;0;0;297;89;Bogotá;Villavicencio;99;5
297821837;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1477;0;0;0;1477;840;Bogotá;Villavicencio;99;5
451828;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;5639;0;0;0;5639;3643;Bogotá;Villavicencio;99;5
297820211;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;207;0;0;0;207;102;Bogotá;Villavicencio;99;5
297824064;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;1000;0;0;0;1000;820;0;0;0;820;321;Bogotá;Tunja;99;5
297824422;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1010;0;0;0;1010;726;Bogotá;Villavicencio;99;5
172844;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;595;0;0;0;595;31;Bogotá;Villavicencio;99;5
297820051;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1337;0;0;0;1337;497;Bogotá;Villavicencio;99;5
446231;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;194;0;0;0;194;194;Bogotá;Villavicencio;99;5
445004;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1363;0;0;0;1363;1637;Bogotá;Villavicencio;99;5
297821149;2012;0;500;100;50;0;0;0;0;0;SI; ;b; ; ;0;0;137;0;137;0;0;1;0;1;0;Bogotá;Villavicencio;99;5
297824008;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;349;0;0;0;349;320;Bogotá;Villavicencio;99;5
444134;2012;0;1300;984;0;51;0;0;0;51;SI; ;b; ; ;764;0;0;0;764;100;0;0;0;100;2404;Bogotá;Villavicencio;99;5
297827233;2012;0;0;0;0;34;0;0;0;34;NO; ; ; ; ;0;0;0;0;0;382;0;0;0;382;98;Bogotá;Villavicencio;99;5
299303288;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;60;0;0;0;60;576;Barranquilla;Riohacha;99;5
444209;2012;2500;20;150;0;1830;268;0;0;2098;SI;a; ; ; ;800;0;0;0;800;10;0;0;0;10;931;Barranquilla;Riohacha;99;5
9815982;2012;0;100;2751;0;0;0;0;0;0;SI; ; ; ;d;0;0;36276;0;36276;0;0;0;0;0;0;Barranquilla;San Andrés;99;5
296913989;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;53137;0;0;0;53137;206353;Barranquilla;San Andrés;99;5
296913990;2012;0;0;0;0;1050;0;0;0;1050;NO; ; ; ; ;0;0;0;0;0;9000;0;0;0;9000;9700;Barranquilla;San Andrés;99;5
297718663;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;8630;0;0;0;8630;3452;Barranquilla;San Andrés;99;5
297730498;2012;0;100;100;0;0;0;0;0;0;SI; ; ; ;d;0;0;0;410;410;0;0;100;0;100;0;Barranquilla;San Andrés;99;5
297826665;2012;0;0;438;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;10704;0;0;0;10704;43384;Barranquilla;San Andrés;99;5
74973;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;11956;0;0;0;11956;48999;Barranquilla;San Andrés;99;5
457976;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;9921;0;0;0;9921;9608;Medellín;Monteria;99;5
296914091;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;9506;0;0;0;9506;68487;Barranquilla;San Andrés;99;5
297730513;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;33908;0;0;0;33908;32145;Barranquilla;San Andrés;99;5
297730514;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;15968;0;0;0;15968;48182;Barranquilla;San Andrés;99;5
297730681;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;0;0;27445;0;27445;0;0;0;0;0;0;Barranquilla;San Andrés;99;5
452535;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;63391;0;0;0;63391;325468;Barranquilla;San Andrés;99;5
297826875;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;25357;0;0;0;25357;90089;Barranquilla;San Andrés;99;5
455784;2012;0;0;0;0;0;20;0;0;20;NO; ; ; ; ;0;0;0;0;0;65368;0;0;0;65368;27152;Barranquilla;San Andrés;99;5
296914053;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;18592;0;0;0;18592;72082;Barranquilla;San Andrés;99;5
297826666;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;4490;0;0;0;4490;106837;Barranquilla;San Andrés;99;5
297826646;2012;0;2500;3800;0;0;0;0;0;0;SI;a; ; ; ;1500;0;0;0;1500;5950;0;0;0;5950;31412;Barranquilla;San Andrés;99;5
297826948;2012;0;500;100;0;0;0;18612;0;18612;SI;a; ; ; ;0;0;4028;0;4028;0;0;80;0;80;0;Barranquilla;San Andrés;99;5
297826737;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;20820;0;0;0;20820;38390;Barranquilla;San Andrés;99;5
299303281;2012;0;0;2400;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;8651;0;0;0;8651;19405;Barranquilla;San Andrés;99;5
452123;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;53331;0;0;0;53331;121998;Barranquilla;San Andrés;99;5
452124;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;7289;0;0;0;7289;36983;Barranquilla;San Andrés;99;5
452125;2012;0;1400;500;0;0;0;0;0;0;SI; ;b; ; ;13317;0;0;0;13317;0;0;0;0;0;7860;Bogotá;Leticia;99;5
296913996;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;6927;0;0;0;6927;25573;Barranquilla;San Andrés;99;5
299303289;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;513;0;0;0;513;550;Barranquilla;San Andrés;99;5
441678;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;480;0;0;0;480;0;0;0;0;0;1420;Barranquilla;San Andrés;99;5
297819308;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1010;0;0;0;1010;2137;Barranquilla;San Andrés;99;5
9816028;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;0;740;740;0;Barranquilla;San Andrés;99;5
9809870;2012;0;0;486;3000;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;6200;0;0;0;6200;6424;Barranquilla;San Andrés;99;5
441826;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;3905;0;0;0;3905;17299;Barranquilla;San Andrés;99;5
297818939;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;3828;0;0;0;3828;2979;Barranquilla;San Andrés;99;5
297819945;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;252;0;0;0;252;3450;Barranquilla;San Andrés;99;5
74974;2012;2800;3600;1500;1500;0;3300;0;0;3300;SI;a; ; ; ;0;0;3350;360;3710;0;0;0;0;0;0;Barranquilla;San Andrés;99;5
110501;2012;0;0;700;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;550;0;550;0;Barranquilla;San Andrés;99;5
297822317;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;1510;0;1510;0;Barranquilla;San Andrés;99;5
444120;2012;0;0;89;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1900;0;0;0;1900;5478;Barranquilla;San Andrés;99;5
287782;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;4050;0;0;0;4050;20134;Barranquilla;San Andrés;99;5
297821876;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1100;0;0;0;1100;3490;Barranquilla;San Andrés;99;5
448118;2012;0;0;0;0;9000;480;0;0;9480;NO; ; ; ; ;0;0;0;0;0;2500;0;0;0;2500;2320;Barranquilla;San Andrés;99;5
441851;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;170;0;170;0;Barranquilla;San Andrés;99;5
297818425;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;5106;0;0;0;5106;9950;Barranquilla;Sincelejo;99;5
444146;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;601;0;0;0;601;2405;0;0;0;2405;7236;Barranquilla;Sincelejo;99;5
297838035;2012;0;0;0;1100;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;13684;0;0;0;13684;11494;Barranquilla;Valledupar;99;5
297718293;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;8400;0;0;0;8400;0;0;0;0;0;6290;Barranquilla;Valledupar;99;5
297718291;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;4452;0;0;0;4452;4410;0;0;0;4410;5346;Barranquilla;Valledupar;99;5
297718319;2012;0;0;400;0;0;0;0;0;0;SI;a; ; ; ;13820;0;0;0;13820;0;0;0;0;0;8271;Barranquilla;Valledupar;99;5
451467;2012;0;0;0;0;642;0;0;0;642;NO; ; ; ; ;0;0;0;0;0;9572;0;0;0;9572;13400;Bogotá;Bogotá;99;5
297839487;2012;0;0;0;0;781;0;0;0;781;NO; ; ; ; ;0;0;0;0;0;35125;0;0;0;35125;74890;Barranquilla;Cartagena;99;5
