Nro_Orden_Establecimiento;Periodo;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
412645;2014;1;Barranquilla;16;Santa Marta;99;5
297838042;2014;1;Barranquilla;9;Cartagena;99;5
297827859;2014;1;Barranquilla;16;Santa Marta;99;5
378399;2014;2;Bogotá;17;Tunja;99;5
296886273;2014;2;Bogotá;17;Tunja;99;5
452209;2014;2;Bogotá;17;Tunja;99;5
297839496;2014;2;Bogotá;17;Tunja;99;5
297827967;2014;2;Bogotá;17;Tunja;99;5
451737;2014;2;Bogotá;17;Tunja;99;5
452242;2014;2;Bogotá;17;Tunja;99;5
451410;2014;3;Bucaramanga;3;Bucaramanga;99;5
297826805;2014;2;Bogotá;18;Villavicencio;99;5
297718278;2014;2;Bogotá;18;Villavicencio;99;5
297826874;2014;2;Bogotá;18;Villavicencio;99;5
297826880;2014;2;Bogotá;18;Villavicencio;99;5
297823318;2014;2;Bogotá;18;Villavicencio;99;5
297717022;2014;2;Bogotá;18;Villavicencio;99;5
359228;2014;2;Bogotá;2;Bogotá;99;5
297827893;2014;2;Bogotá;18;Villavicencio;99;5
416445;2014;2;Bogotá;18;Villavicencio;99;5
297822935;2014;2;Bogotá;18;Villavicencio;99;5
452022;2014;2;Bogotá;18;Villavicencio;99;5
297827069;2014;2;Bogotá;18;Villavicencio;99;5
445035;2014;2;Bogotá;18;Villavicencio;99;5
297824171;2014;2;Bogotá;18;Villavicencio;99;5
297821658;2014;2;Bogotá;18;Villavicencio;99;5
297819819;2014;2;Bogotá;18;Villavicencio;99;5
119269;2014;2;Bogotá;85;Yopal;99;5
297822942;2014;2;Bogotá;85;Yopal;99;5
451546;2014;2;Bogotá;85;Yopal;99;5
451479;2014;2;Bogotá;85;Yopal;99;5
451823;2014;2;Bogotá;85;Yopal;99;5
297818782;2014;2;Bogotá;85;Yopal;99;5
297821835;2014;2;Bogotá;85;Yopal;99;5
297822565;2014;2;Bogotá;85;Yopal;99;5
297819575;2014;2;Bogotá;85;Yopal;99;5
297820273;2014;2;Bogotá;85;Yopal;99;5
299303279;2014;2;Bogotá;85;Yopal;99;5
297837540;2014;2;Bogotá;85;Yopal;99;5
297823050;2014;2;Bogotá;85;Yopal;99;5
297823808;2014;2;Bogotá;85;Yopal;99;5
445605;2014;2;Bogotá;85;Yopal;99;5
297834039;2014;2;Bogotá;18;Villavicencio;99;5
297822619;2014;2;Bogotá;18;Villavicencio;99;5
111989;2014;2;Bogotá;18;Villavicencio;99;5
442454;2014;2;Bogotá;18;Villavicencio;99;5
446361;2014;2;Bogotá;18;Villavicencio;99;5
445797;2014;2;Bogotá;18;Villavicencio;99;5
442347;2014;2;Bogotá;18;Villavicencio;99;5
297821837;2014;2;Bogotá;18;Villavicencio;99;5
451828;2014;2;Bogotá;18;Villavicencio;99;5
297820211;2014;2;Bogotá;18;Villavicencio;99;5
297824422;2014;2;Bogotá;18;Villavicencio;99;5
172844;2014;2;Bogotá;18;Villavicencio;99;5
297820051;2014;2;Bogotá;18;Villavicencio;99;5
446231;2014;2;Bogotá;18;Villavicencio;99;5
445004;2014;2;Bogotá;18;Villavicencio;99;5
297821149;2014;2;Bogotá;18;Villavicencio;99;5
297824008;2014;2;Bogotá;18;Villavicencio;99;5
444134;2014;2;Bogotá;18;Villavicencio;99;5
11800584;2014;2;Bogotá;85;Yopal;99;5
11800586;2014;2;Bogotá;85;Yopal;99;5
297818723;2014;2;Bogotá;18;Villavicencio;99;5
297822149;2014;2;Bogotá;18;Villavicencio;99;5
297822239;2014;2;Bogotá;18;Villavicencio;99;5
297824231;2014;2;Bogotá;18;Villavicencio;99;5
297818440;2014;2;Bogotá;85;Yopal;99;5
297820513;2014;2;Bogotá;85;Yopal;99;5
297820882;2014;2;Bogotá;85;Yopal;99;5
297820938;2014;2;Bogotá;85;Yopal;99;5
297823039;2014;2;Bogotá;85;Yopal;99;5
297822699;2014;2;Bogotá;85;Yopal;99;5
297824128;2014;2;Bogotá;85;Yopal;99;5
297823859;2014;2;Bogotá;85;Yopal;99;5
297827045;2014;2;Bogotá;85;Yopal;99;5
297825790;2014;2;Bogotá;85;Yopal;99;5
297827312;2014;2;Bogotá;85;Yopal;99;5
299303364;2014;2;Bogotá;85;Yopal;99;5
299303288;2014;1;Barranquilla;21;Riohacha;99;5
444209;2014;1;Barranquilla;21;Riohacha;99;5
297827496;2014;1;Barranquilla;21;Riohacha;99;5
9815982;2014;1;Barranquilla;22;San Andrés;99;5
296913989;2014;1;Barranquilla;22;San Andrés;99;5
296913990;2014;1;Barranquilla;22;San Andrés;99;5
297718663;2014;1;Barranquilla;22;San Andrés;99;5
297730498;2014;1;Barranquilla;22;San Andrés;99;5
297826665;2014;1;Barranquilla;22;San Andrés;99;5
74973;2014;1;Barranquilla;22;San Andrés;99;5
457976;2014;6;Medellín;12;Monteria;99;5
9816029;2014;1;Barranquilla;22;San Andrés;99;5
296914091;2014;1;Barranquilla;22;San Andrés;99;5
297730513;2014;1;Barranquilla;22;San Andrés;99;5
297730514;2014;1;Barranquilla;22;San Andrés;99;5
297730681;2014;1;Barranquilla;22;San Andrés;99;5
297821667;2014;1;Barranquilla;22;San Andrés;99;5
452535;2014;1;Barranquilla;22;San Andrés;99;5
297826875;2014;1;Barranquilla;22;San Andrés;99;5
455784;2014;1;Barranquilla;22;San Andrés;99;5
296914053;2014;1;Barranquilla;22;San Andrés;99;5
297826666;2014;1;Barranquilla;22;San Andrés;99;5
297826646;2014;1;Barranquilla;22;San Andrés;99;5
297826948;2014;1;Barranquilla;22;San Andrés;99;5
297826737;2014;1;Barranquilla;22;San Andrés;99;5
299303281;2014;1;Barranquilla;22;San Andrés;99;5
452123;2014;1;Barranquilla;22;San Andrés;99;5
452124;2014;1;Barranquilla;22;San Andrés;99;5
452125;2014;2;Bogotá;91;Leticia;99;5
296913996;2014;1;Barranquilla;22;San Andrés;99;5
297730349;2014;1;Barranquilla;22;San Andrés;99;5
297838041;2014;1;Barranquilla;22;San Andrés;99;5
299303289;2014;1;Barranquilla;22;San Andrés;99;5
9815645;2014;1;Barranquilla;22;San Andrés;99;5
9815680;2014;1;Barranquilla;22;San Andrés;99;5
441678;2014;1;Barranquilla;22;San Andrés;99;5
297819308;2014;1;Barranquilla;22;San Andrés;99;5
297822447;2014;1;Barranquilla;22;San Andrés;99;5
9816028;2014;1;Barranquilla;22;San Andrés;99;5
9809870;2014;1;Barranquilla;22;San Andrés;99;5
441826;2014;1;Barranquilla;22;San Andrés;99;5
297819945;2014;1;Barranquilla;22;San Andrés;99;5
110501;2014;1;Barranquilla;22;San Andrés;99;5
297822317;2014;1;Barranquilla;22;San Andrés;99;5
444120;2014;1;Barranquilla;22;San Andrés;99;5
287782;2014;1;Barranquilla;22;San Andrés;99;5
297821876;2014;1;Barranquilla;22;San Andrés;99;5
448118;2014;1;Barranquilla;22;San Andrés;99;5
441851;2014;1;Barranquilla;22;San Andrés;99;5
297818836;2014;1;Barranquilla;22;San Andrés;99;5
297822109;2014;1;Barranquilla;22;San Andrés;99;5
297823002;2014;1;Barranquilla;22;San Andrés;99;5
297823811;2014;1;Barranquilla;22;San Andrés;99;5
451392;2014;1;Barranquilla;22;San Andrés;99;5
297826444;2014;1;Barranquilla;22;San Andrés;99;5
297718661;2014;1;Barranquilla;22;San Andrés;99;5
447371;2014;1;Barranquilla;22;San Andrés;99;5
452104;2014;1;Barranquilla;24;Valledupar;99;5
444146;2014;1;Barranquilla;23;Sincelejo;99;5
297826912;2014;1;Barranquilla;23;Sincelejo;99;5
415797;2014;1;Barranquilla;23;Sincelejo;99;5
297838035;2014;1;Barranquilla;24;Valledupar;99;5
297718293;2014;1;Barranquilla;24;Valledupar;99;5
297718291;2014;1;Barranquilla;24;Valledupar;99;5
297718319;2014;1;Barranquilla;24;Valledupar;99;5
297823856;2014;1;Barranquilla;24;Valledupar;99;5
451467;2014;2;Bogotá;2;Bogotá;99;5
297839487;2014;1;Barranquilla;9;Cartagena;99;5
